class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9904166666666666,0.0,0.0
cashew healthy,0.0,0.0,0.9595833333333333,0.0,0.0
jackfruit algal,0.0,0.0,0.9875,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9975,0.0,0.0
jackfruit healthy,0.0,0.0,0.9970833333333333,0.0,0.0
jackfruit leaf spot,0.0,0.0,1.0,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9966666666666667,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.9527083333333334,0.0,0.0
mango anthracnose,0.8726190476190476,0.91625,0.97325,0.8939024390243903,800.0
mango die back,1.0,0.9675,1.0,0.9834815756035579,800.0
mango gall midge,0.6771844660194175,0.6975,0.9335,0.687192118226601,800.0
mango healthy,0.9578606158833063,0.73875,0.9935,0.8341566690190544,800.0
mango powdery mildew,0.5288888888888889,0.74375,0.8675,0.6181818181818182,800.0
mango sooty mould,0.5862068965517241,0.02125,0.997,0.04101326899879373,800.0
tomato bacterial spot,0.0,0.0,0.9983333333333333,0.0,0.0
tomato blight,0.0,0.0,1.0,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,1.0,0.0,0.0
tomato insect damage,0.0,0.0,0.9970833333333333,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
