class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9916666666666667,0.0,0.0
cashew healthy,0.0,0.0,0.9789583333333334,0.0,0.0
jackfruit algal,0.0,0.0,0.9958333333333333,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9933333333333333,0.0,0.0
jackfruit healthy,0.0,0.0,0.9991666666666666,0.0,0.0
jackfruit leaf spot,0.0,0.0,1.0,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9941666666666666,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.9916666666666667,0.0,0.0
mango anthracnose,0.9176334106728539,0.98875,0.98225,0.9518652226233454,800.0
mango die back,0.9983525535420099,0.7575,0.99975,0.8614072494669509,800.0
mango gall midge,0.7602256699576869,0.67375,0.9575,0.7143803843605037,800.0
mango healthy,0.9111389236545682,0.91,0.98225,0.9105691056910569,800.0
mango powdery mildew,0.4251302083333333,0.81625,0.77925,0.5590753424657534,800.0
mango sooty mould,0.0,0.0,0.9985,0.0,800.0
tomato bacterial spot,0.0,0.0,1.0,0.0,0.0
tomato blight,0.0,0.0,0.9995833333333334,0.0,0.0
tomato curl virus,0.0,0.0,0.9991666666666666,0.0,0.0
tomato healthy,0.0,0.0,1.0,0.0,0.0
tomato insect damage,0.0,0.0,0.9983333333333333,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,0.9995833333333334,0.0,0.0
