class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9754166666666667,0.0,0.0
cashew healthy,0.0,0.0,0.98375,0.0,0.0
jackfruit algal,0.0,0.0,0.9908333333333333,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9958333333333333,0.0,0.0
jackfruit healthy,0.0,0.0,0.9960416666666667,0.0,0.0
jackfruit leaf spot,0.0,0.0,1.0,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9947916666666666,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.9772916666666667,0.0,0.0
mango anthracnose,0.9583952451708767,0.80625,0.993,0.8757637474541752,800.0
mango die back,1.0,0.9575,1.0,0.9782886334610472,800.0
mango gall midge,0.6710261569416499,0.83375,0.91825,0.7435897435897436,800.0
mango healthy,0.9402390438247012,0.885,0.98875,0.9117836445589182,800.0
mango powdery mildew,0.5133928571428571,0.71875,0.86375,0.5989583333333334,800.0
mango sooty mould,0.0,0.0,0.98225,0.0,800.0
tomato bacterial spot,0.0,0.0,1.0,0.0,0.0
tomato blight,0.0,0.0,1.0,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9995833333333334,0.0,0.0
tomato insect damage,0.0,0.0,0.9983333333333333,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
