class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9629166666666666,0.0,0.0
cashew healthy,0.0,0.0,0.9995833333333334,0.0,0.0
jackfruit algal,0.0,0.0,0.9835416666666666,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9927083333333333,0.0,0.0
jackfruit healthy,0.0,0.0,1.0,0.0,0.0
jackfruit leaf spot,0.0,0.0,0.9995833333333334,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.991875,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.9835416666666666,0.0,0.0
mango anthracnose,0.951417004048583,0.88125,0.991,0.9149902660609993,800.0
mango die back,1.0,0.995,1.0,0.9974937343358395,800.0
mango gall midge,0.7016434892541087,0.69375,0.941,0.6976744186046512,800.0
mango healthy,0.9641909814323607,0.90875,0.99325,0.9356499356499357,800.0
mango powdery mildew,0.48047808764940236,0.75375,0.837,0.5868613138686132,800.0
mango sooty mould,0.0,0.0,0.995,0.0,800.0
tomato bacterial spot,0.0,0.0,1.0,0.0,0.0
tomato blight,0.0,0.0,0.9985416666666667,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9958333333333333,0.0,0.0
tomato insect damage,0.0,0.0,0.9995833333333334,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
