epoch,phase,train_loss,train_acc,val_loss,val_acc,val_score,val_src,mixup,lr,epoch_sec,val_score_raw,val_acc_raw,val_score_ema,val_acc_ema
0,1,2.2163963305653622,0.41233830845771147,1.0834968891427157,0.9108635097493036,0.9002312726328493,ema,1,0.001,43.02,0.8810044478808118,0.89322191272052,0.9002312726328493,0.9108635097493036
1,1,1.5131720862697013,0.5968159203980099,0.9876314626320049,0.9452181987000928,0.9379064433474343,ema,1,0.001,16.93,0.9312715498622411,0.9442896935933147,0.9379064433474343,0.9452181987000928
2,2,1.4699173592572188,0.6875621890547263,0.9339831709972441,0.968430826369545,0.9627240019059929,raw,1,0.0001,36.31,0.9627240019059929,0.968430826369545,0.9608530829380039,0.9665738161559888
3,2,1.34973260648215,0.6525373134328358,0.9442626791301433,0.9758588672237697,0.9702059970363724,ema,1,0.0001,35.02,0.9568202054531796,0.9628597957288765,0.9702059970363724,0.9758588672237697
4,2,1.3116729892308439,0.6744278606965174,0.9171413774277839,0.9795728876508821,0.9737211152757264,ema,1,9.968561049466214e-05,34.32,0.9639707409328786,0.9702878365831012,0.9737211152757264,0.9795728876508821
5,2,1.2239060172156908,0.693134328358209,0.8757810427175148,0.9777158774373259,0.9728872036421233,ema,1,9.874639560909117e-05,34.8,0.9608305193216372,0.9665738161559888,0.9728872036421233,0.9777158774373259
6,2,1.1723630041862603,0.7305472636815921,0.8645178719372691,0.9832869080779945,0.9789785155520617,ema,1,9.719416651541839e-05,33.97,0.9645575740947272,0.9712163416898792,0.9789785155520617,0.9832869080779945
7,2,1.1541409302350893,0.692139303482587,0.8715365853925048,0.9814298978644382,0.9770571480718226,ema,1,9.504844339512095e-05,33.78,0.9694130423521765,0.9758588672237697,0.9770571480718226,0.9814298978644382
8,2,1.1746902867929259,0.7576119402985074,0.8637647861779123,0.9805013927576601,0.9759671628914903,raw,1,9.233620996141421e-05,34.15,0.9759671628914903,0.9805013927576601,0.9744145150655096,0.9795728876508821
9,2,1.1260188520132606,0.7006965174129354,0.8556971742028756,0.9814298978644382,0.9771345630712064,ema,1,8.90915741234015e-05,33.78,0.977078657848215,0.9805013927576601,0.9771345630712064,0.9814298978644382
10,2,1.1422904089671462,0.6423880597014925,0.8477995247340578,0.9870009285051068,0.9832592519968867,ema,1,8.535533905932738e-05,33.18,0.9809866414983685,0.9851439182915506,0.9832592519968867,0.9870009285051068
11,2,1.130530708690188,0.7227860696517413,0.847417077867655,0.9879294336118849,0.9845663217501868,ema,1,8.117449009293668e-05,33.25,0.9761446385061456,0.9805013927576601,0.9845663217501868,0.9879294336118849
12,2,1.1688455400419473,0.6893532338308458,0.8469750051046813,0.9860724233983287,0.9821813201304912,ema,1,7.660160382576683e-05,33.45,0.9806094838177853,0.9842154131847726,0.9821813201304912,0.9860724233983287
13,2,1.12074134130383,0.72318407960199,0.8430447435091244,0.9860724233983287,0.9821813201304912,ema,1,7.169418695587791e-05,33.33,0.9750202558216939,0.9805013927576601,0.9821813201304912,0.9860724233983287
14,2,1.1135507528580244,0.6923383084577115,0.8386522254793314,0.9860724233983287,0.9817274403243523,ema,1,6.651395309775837e-05,33.48,0.9815158789738283,0.9860724233983287,0.9817274403243523,0.9860724233983287
15,2,1.1127596497298473,0.6642786069651742,0.8347715284941699,0.9879294336118849,0.9842241170514415,ema,1,6.112604669781572e-05,34.06,0.9816282827121847,0.9851439182915506,0.9842241170514415,0.9879294336118849
16,2,1.1149197702384113,0.7024875621890547,0.829582350555126,0.9888579387186629,0.9858135093069023,raw,1,5.5598223805165385e-05,33.87,0.9858135093069023,0.9888579387186629,0.9858135093069023,0.9888579387186629
17,2,1.1259738261901324,0.7592039800995025,0.8284374765477583,0.9888579387186629,0.9854115479970927,raw,1,5e-05,34.59,0.9854115479970927,0.9888579387186629,0.9846269107304066,0.9879294336118849
18,2,1.1104421121208228,0.7190049751243781,0.8263322310859447,0.989786443825441,0.9866539054937665,ema,1,4.440177619483462e-05,34.11,0.9865940325356345,0.989786443825441,0.9866539054937665,0.989786443825441
19,2,1.080061995354458,0.6963184079601991,0.8235626818409869,0.9916434540389972,0.9889873506089017,ema,1,3.887395330218429e-05,34.05,0.9858236635138861,0.9888579387186629,0.9889873506089017,0.9916434540389972
20,2,1.0996433849595673,0.7074626865671642,0.8208260487491816,0.9916434540389972,0.9889873506089017,ema,1,3.3486046902241643e-05,33.72,0.9826032954200276,0.9870009285051068,0.9889873506089017,0.9916434540389972
