class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9629166666666666,0.0,0.0
cashew healthy,0.0,0.0,0.976875,0.0,0.0
jackfruit algal,0.0,0.0,0.989375,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9927083333333333,0.0,0.0
jackfruit healthy,0.0,0.0,1.0,0.0,0.0
jackfruit leaf spot,0.0,0.0,0.9995833333333334,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9939583333333334,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.963125,0.0,0.0
mango anthracnose,0.560681334279631,0.9875,0.84525,0.7152557718424627,800.0
mango die back,1.0,0.8875,1.0,0.9403973509933775,800.0
mango gall midge,0.5964125560538116,0.16625,0.9775,0.260019550342131,800.0
mango healthy,0.9412532637075718,0.90125,0.98875,0.9208173690932312,800.0
mango powdery mildew,0.5413223140495868,0.655,0.889,0.5927601809954751,800.0
mango sooty mould,0.012195121951219513,0.00125,0.97975,0.0022675736961451248,800.0
tomato bacterial spot,0.0,0.0,0.9997916666666666,0.0,0.0
tomato blight,0.0,0.0,0.99875,0.0,0.0
tomato curl virus,0.0,0.0,0.99875,0.0,0.0
tomato healthy,0.0,0.0,1.0,0.0,0.0
tomato insect damage,0.0,0.0,0.9904166666666666,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
