bin,n_models,params_M_mean,score_mean,score_std,score_min,score_max,models
small (<10M),6,4.091,0.5945019444444445,0.04607619352209105,0.5191263333333334,0.640762,densenet121; efficientnet_b0; ghostnet_100; mnasnet_100; mobilenetv2_100; mobilenetv3_large_100
medium (10-50M),22,26.04436363636363,0.6413284393939394,0.036152659585786784,0.568569,0.6973566666666665,Proposed_HMLA_CAFormerS18; caformer_s18.sail_in22k_ft_in1k; caformer_s18.sail_in22k_ft_in1k [matched]; convnext_small; convnext_tiny; deit3_small_patch16_224; densenet201; efficientnet_b3; efficientnet_b3 [matched]; inception_v3; legacy_seresnext50_32x4d; legacy_seresnext50_32x4d [matched]; legacy_xception; regnety_016; resnet101; resnet50; resnext50_32x4d; swin_small_patch4_window7_224; swin_small_patch4_window7_224 [matched]; swin_tiny_patch4_window7_224; vit_small_patch16_224; vit_small_patch16_224 [matched]
large (>50M),3,119.93933333333335,0.4542585555555556,0.11805258240920226,0.350641,0.5827743333333334,vgg16; vgg19; vit_base_patch16_224
