class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9795833333333334,0.0,0.0
cashew healthy,0.0,0.0,0.9895833333333334,0.0,0.0
jackfruit algal,0.0,0.0,0.999375,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.994375,0.0,0.0
jackfruit healthy,0.0,0.0,0.9991666666666666,0.0,0.0
jackfruit leaf spot,0.0,0.0,0.9995833333333334,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9958333333333333,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.9610416666666667,0.0,0.0
mango anthracnose,0.8835192069392813,0.89125,0.9765,0.8873677660236465,800.0
mango die back,1.0,0.985,1.0,0.9924433249370277,800.0
mango gall midge,0.6670533642691415,0.71875,0.92825,0.6919374247894103,800.0
mango healthy,0.9731903485254692,0.9075,0.995,0.9391979301423027,800.0
mango powdery mildew,0.5056277056277056,0.73,0.85725,0.5974424552429668,800.0
mango sooty mould,0.0,0.0,0.98975,0.0,800.0
tomato bacterial spot,0.0,0.0,0.9997916666666666,0.0,0.0
tomato blight,0.0,0.0,1.0,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9995833333333334,0.0,0.0
tomato insect damage,0.0,0.0,0.9991666666666666,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,0.999375,0.0,0.0
