class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.97375,0.0,0.0
cashew healthy,0.0,0.0,0.9820833333333333,0.0,0.0
jackfruit algal,0.0,0.0,0.9970833333333333,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9897916666666666,0.0,0.0
jackfruit healthy,0.0,0.0,0.9933333333333333,0.0,0.0
jackfruit leaf spot,0.0,0.0,0.9985416666666667,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.988125,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.8879166666666667,0.0,0.0
mango anthracnose,0.970310391363023,0.89875,0.9945,0.9331602855288773,800.0
mango die back,1.0,0.9775,1.0,0.988621997471555,800.0
mango gall midge,0.7222884386174017,0.7575,0.94175,0.7394752898108603,800.0
mango healthy,0.9840425531914894,0.69375,0.99775,0.8137829912023461,800.0
mango powdery mildew,0.5242825607064018,0.59375,0.89225,0.5568581477139508,800.0
mango sooty mould,0.018867924528301886,0.00125,0.987,0.0023446658851113715,800.0
tomato bacterial spot,0.0,0.0,1.0,0.0,0.0
tomato blight,0.0,0.0,1.0,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9989583333333333,0.0,0.0
tomato insect damage,0.0,0.0,0.9997916666666666,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
