model,recipe,experiment,n_seeds,accuracy_mean,accuracy_std,accuracy_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_n,top5_accuracy_mean,top5_accuracy_std,top5_accuracy_n,f1_macro_mean,f1_macro_std,f1_macro_n,f1_weighted_mean,f1_weighted_std,f1_weighted_n,precision_macro_mean,precision_macro_std,precision_macro_n,recall_macro_mean,recall_macro_std,recall_macro_n,sensitivity_macro_mean,sensitivity_macro_std,sensitivity_macro_n,specificity_macro_mean,specificity_macro_std,specificity_macro_n,g_mean_macro_mean,g_mean_macro_std,g_mean_macro_n,cohen_kappa_mean,cohen_kappa_std,cohen_kappa_n,mcc_mean,mcc_std,mcc_n,auc_macro_ovr_mean,auc_macro_ovr_std,auc_macro_ovr_n,average_precision_macro_mean,average_precision_macro_std,average_precision_macro_n,ece_mean,ece_std,ece_n,params_M,size_MB,gflops,latency_ms,latency_ms_single_pass,tta_views,fps,select_src,hier_beta,best_epoch,train_sec_mean,complete,base,matched,P1_f1_macro_mean,P2_f1_macro_mean,P3_accuracy_mean,P3_f1_macro_mean,P3_f1_macro_std,leakage_rate_mean,leakage_rate_std,mean_prob_mass_on_absent_mean,gmean,rank31_f1,rank31_acc,rank31_p3,rank26_f1,rank26_acc,int_rank31,int_rank26,int_f1,int_acc,drop_acc_pp,drop_f1_pp
convnext_tiny,standard,benchmark,3,0.6071526666666668,0.0674019440397184,3,0.6071526666666668,0.0674019440397184,3,0.7798613333333333,0.042143208780696,3,0.6116613333333333,0.0579810378083501,3,0.6116613333333333,0.0579810378083501,3,0.6647496666666667,0.0174009883723118,3,0.6071526666666668,0.0674019440397184,3,0.6071526666666668,0.0674019440397184,3,0.954889,0.0071340715583739,3,0.100396,0.1612310639517087,3,0.544359,0.0733750154548535,3,0.5614366666666667,0.0742878634053593,3,0.9087,0.0253522868988184,3,0.7548626666666666,0.0346338785343677,3,0.1204736666666666,0.060564466845943,3,27.836,106.19,4.469685504,5.582,5.582,1,179.2,raw,,10,606.3333333333334,True,convnext_tiny,False,0.6116611256177653,0.1747603216050758,0.68,0.6304298635859226,0.0480517021596301,0.1672916666666667,0.0647300081749827,0.2790879937607941,0.100396,21,15,24,16.0,13.0,20,16.0,0.9802983333333332,0.9845246666666668,37.7372,36.86369999999999
resnet50,standard,benchmark,3,0.5871529999999999,0.0695234526113311,3,0.5871529999999999,0.0695234526113311,3,0.8234026666666666,0.0510823189600211,3,0.600725,0.0448052946536455,3,0.600725,0.0448052946536455,3,0.697616,0.03417020642314,3,0.5871529999999999,0.0695234526113311,3,0.5871529999999999,0.0695234526113311,3,0.9598333333333332,0.0077654183617712,3,0.1944913333333333,0.1675341233341236,3,0.525652,0.0699757223828378,3,0.5449393333333333,0.0692199624409991,3,0.904041,0.0137104464186983,3,0.731726,0.0211625414116547,3,0.082494,0.0194237748905819,3,23.551,89.84,4.109507584,6.499,6.499,1,153.9,raw,,31,776.0666666666666,True,resnet50,False,0.6007249817696833,0.1716357090770523,0.6888888888888888,0.6398801545575181,0.0118984745556577,0.2120138888888888,0.1047094884315294,0.4373536829413569,0.19449133333333335,22,22,23,17.0,17.0,29,24.0,0.974325,0.9792633333333332,39.211033333333326,37.36000000000001
mobilenetv3_large_100,standard,benchmark,3,0.5442359999999999,0.0574371109388346,3,0.5442359999999999,0.0574371109388346,3,0.7856943333333333,0.0113046809036493,3,0.5990576666666666,0.0443954937390421,3,0.5990576666666666,0.0443954937390421,3,0.7177713333333333,0.0253084425505271,3,0.5442359999999999,0.0574371109388346,3,0.5442359999999999,0.0574371109388346,3,0.971139,0.0024287552367416,3,0.217539,0.1930945015452278,3,0.4856136666666666,0.059202761433343,3,0.5042576666666667,0.0555240732685682,3,0.8760616666666667,0.0092665854732653,3,0.730337,0.0153210565236213,3,0.1492576666666666,0.0506288238885057,3,4.229,16.13,0.224183296,9.962,9.962,1,100.4,raw,,14,513.6333333333333,True,mobilenetv3_large_100,False,0.5990576255688307,0.1711593215910944,0.6945833333333334,0.6505814959267932,0.0131569651487019,0.3114583333333333,0.0630572381077523,0.5516743790157024,0.217539,23,25,19,18.0,20.0,25,20.0,0.978573,0.9829773333333334,43.87413333333334,37.951533333333344
legacy_xception,standard,benchmark,3,0.603889,0.0090336856819351,3,0.603889,0.0090336856819351,3,0.8697223333333334,0.01023221922817,3,0.5950776666666667,0.0160595285526485,3,0.5950776666666667,0.0160595285526485,3,0.649385,0.0178942549160338,3,0.603889,0.0090336856819351,3,0.603889,0.0090336856819351,3,0.9484583333333332,0.0042583708543682,3,0.0875983333333333,0.1393016596251937,3,0.5374690000000001,0.0104108150017181,3,0.5588850000000001,0.0072533790056772,3,0.901599,0.0076028963559948,3,0.725512,0.0074244374197645,3,0.078242,0.0490855946179732,3,20.85,79.54,4.574196,4.712,4.712,1,212.2,raw,,23,873.3666666666667,True,legacy_xception,False,0.5950778691541249,0.1700222483297499,0.6610416666666666,0.6094011666434914,0.0171023912097253,0.1384027777777777,0.0206999200436816,0.3267875489115128,0.08759833333333333,24,17,28,19.0,15.0,22,18.0,0.9800206666666668,0.984525,38.063599999999994,38.4943
vit_base_patch16_224,standard,benchmark,3,0.5645140000000001,0.0480623160802723,3,0.5645140000000001,0.0480623160802723,3,0.857361,0.0543322805797805,3,0.5827743333333334,0.0303872401236659,3,0.5827743333333334,0.0303872401236659,3,0.684135,0.0279201785631826,3,0.5645140000000001,0.0480623160802723,3,0.5645140000000001,0.0480623160802723,3,0.946375,0.0029593730755009,3,0.374569,0.104376037522987,3,0.49472,0.0497495388621844,3,0.5097453333333334,0.0444347467229569,3,0.8908226666666667,0.0267883953668997,3,0.6870756666666668,0.0139857259494576,3,0.1886706666666666,0.0206761703497851,3,85.815,327.36,16.866660864,8.117,8.117,1,123.2,raw,,14,1354.4666666666665,True,vit_base_patch16_224,False,0.5827742151727379,0.1665069186207822,0.6583333333333333,0.6252986789024547,0.0016292584379052,0.1673611111111111,0.0599509106671017,0.2491704341168376,0.374569,25,23,26,20.0,18.0,17,13.0,0.9808546666666668,0.984525,42.001099999999994,39.808033333333334
deit3_small_patch16_224,standard,benchmark,3,0.5035416666666667,0.0841934660311198,3,0.5035416666666667,0.0841934660311198,3,0.8004860000000001,0.0143681449046145,3,0.5776866666666667,0.0534354524293874,3,0.5776866666666667,0.0534354524293874,3,0.7220909999999999,0.0306405083508743,3,0.5035416666666667,0.0841934660311198,3,0.5035416666666667,0.0841934660311198,3,0.9804026666666666,0.0089637149292764,3,0.0759223333333333,0.119809416459364,3,0.4494993333333334,0.0816890570782484,3,0.4687153333333334,0.0782750875459959,3,0.8920053333333332,0.0160864052644875,3,0.7150880000000001,0.0087703201765955,3,0.151385,0.0238194598385437,3,21.683,82.71,4.250298624,6.18,6.18,1,161.8,raw,,21,587.4,True,deit3_small_patch16_224,False,0.5776865211423595,0.1650532917549598,0.720486111111111,0.6806801994893354,0.0219974564004744,0.3984722222222221,0.1275650592000164,0.4680448258450875,0.07592233333333333,26,27,11,21.0,22.0,24,19.0,0.978624,0.9829773333333334,47.94356666666667,40.09373333333334
inception_v3,standard,benchmark,3,0.535139,0.0208959436972824,3,0.535139,0.0208959436972824,3,0.8048609999999999,0.0182033301074281,3,0.568569,0.0100389315666558,3,0.568569,0.0100389315666558,3,0.6708056666666667,0.0133017378689152,3,0.535139,0.0208959436972824,3,0.535139,0.0208959436972824,3,0.9559306666666668,0.00925150313913,3,0.1677026666666666,0.1395745258861133,3,0.4682893333333333,0.018780387544812,3,0.4882686666666666,0.0182139556476163,3,0.895131,0.0107948418700785,3,0.716825,0.018640277680335,3,0.050652,0.0196303746525633,3,21.829,83.27,2.845264,9.857,9.857,1,101.4,raw,,26,668.6333333333333,True,inception_v3,False,0.5685687516987968,0.1624482147710848,0.6601388888888889,0.6156347216495753,0.0347037008545823,0.2445138888888889,0.06302878163835,0.4387374966426149,0.16770266666666667,27,26,27,22.0,21.0,9,7.0,0.98335,0.9870006666666664,45.18616666666664,41.4781
efficientnet_b0,standard,benchmark,3,0.487778,0.045598702974975,3,0.487778,0.045598702974975,3,0.8069446666666668,0.05521486481314,3,0.5618029999999999,0.0394491731599028,3,0.5618029999999999,0.0394491731599028,3,0.7478316666666668,0.0275947192472279,3,0.487778,0.045598702974975,3,0.487778,0.045598702974975,3,0.9654026666666669,0.008111499327087,3,0.3642346666666666,0.0432529843748767,3,0.4244793333333334,0.0495432734721206,3,0.4428456666666667,0.0513571594749294,3,0.8690446666666668,0.0289015310032761,3,0.6862223333333333,0.0286011998058356,3,0.0985806666666666,0.0017934966778149,3,4.034,15.39,0.398099744,12.962,12.962,1,77.2,raw,,18,529.8,True,efficientnet_b0,False,0.5618030352702634,0.1605151529343609,0.6697916666666667,0.6499500401875961,0.034337940263964,0.339236111111111,0.0328376777300664,0.5391487257905546,0.36423466666666665,28,28,20,23.0,23.0,19,15.0,0.980347,0.984525,49.6747,41.854400000000005
mobilenetv2_100,standard,benchmark,3,0.4730553333333333,0.0820105483845421,3,0.4730553333333333,0.0820105483845421,3,0.749375,0.0198048798027152,3,0.5191263333333334,0.0727155543562264,3,0.5191263333333334,0.0727155543562264,3,0.6655923333333332,0.0162032524615687,3,0.4730553333333333,0.0820105483845421,3,0.4730553333333333,0.0820105483845421,3,0.9601803333333332,0.005421835144426,3,0.0592543333333333,0.0917204893648814,3,0.4071849999999999,0.086535306106814,3,0.4267363333333334,0.0843785986630101,3,0.8781873333333333,0.0184204141737728,3,0.6868683333333333,0.0262742245239195,3,0.0849796666666666,0.0659486869113656,3,2.251,8.59,0.312940096,4.422,4.422,1,226.1,raw,,26,535.4666666666667,True,mobilenetv2_100,False,0.5191261794011593,0.1483217655431884,0.6242361111111111,0.5887730009882798,0.044021402292078,0.3278472222222222,0.0567804209539142,0.5299188998161746,0.05925433333333333,29,29,30,24.0,24.0,30,25.0,0.9724353333333332,0.977406,50.435066666666664,45.330899999999986
vgg19,standard,benchmark,3,0.3318053333333333,0.0597800764998952,3,0.3318053333333333,0.0597800764998952,3,0.723611,0.050030326682923,3,0.4293603333333333,0.0425103207037224,3,0.4293603333333333,0.0425103207037224,3,0.70725,0.0300631643710371,3,0.3318053333333333,0.0597800764998952,3,0.3318053333333333,0.0597800764998952,3,0.980903,0.011679681630935,3,0.0481899999999999,0.0755484366019575,3,0.2812743333333333,0.0497313772314153,3,0.3146476666666666,0.037906381327335,3,0.8003270000000001,0.0115481664778439,3,0.6277783333333333,0.0071740223956531,3,0.2147053333333333,0.0532165710689192,3,139.656,532.75,19.628056576,7.08,7.08,1,141.2,raw,,28,1887.2333333333331,True,vgg19,False,0.4293604052623052,0.1226744015035157,0.6222916666666667,0.5988426650332966,0.0224268217101813,0.5727083333333334,0.1181786327392186,0.6284658955056794,0.04818999999999999,30,30,29,25.0,25.0,1,1.0,0.9868753333333332,0.9897863333333332,65.79809999999999,55.7515
vgg16,standard,benchmark,3,0.2636803333333333,0.0739165749093755,3,0.2636803333333333,0.0739165749093755,3,0.7063193333333334,0.0406205157073778,3,0.350641,0.0810481744581579,3,0.350641,0.0810481744581579,3,0.672256,0.0101272310628324,3,0.2636803333333333,0.0739165749093755,3,0.2636803333333333,0.0739165749093755,3,0.9799166666666668,0.0070979026714469,3,0.0034243333333333,0.0011257021512519,3,0.2169243333333333,0.0628642450708933,3,0.2415113333333333,0.0643180354669927,3,0.8193733333333334,0.0282440485117366,3,0.6236196666666667,0.0544076247076945,3,0.2070086666666666,0.0666875716032105,3,134.347,512.49,15.466258432,18.391,18.391,1,54.4,raw,,25,6059.333333333335,True,vgg16,False,0.3506407043565344,0.1001830583875812,0.5979861111111111,0.5644637032985234,0.0519068615647692,0.6359027777777778,0.1092909068258417,0.6850183246104118,0.0034243333333333335,31,31,31,26.0,26.0,14,11.0,0.9813936666666666,0.9854533333333334,72.17730000000002,63.075266666666664
