class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.978125,0.0,0.0
cashew healthy,0.0,0.0,0.9991666666666666,0.0,0.0
jackfruit algal,0.0,0.0,0.996875,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9964583333333333,0.0,0.0
jackfruit healthy,0.0,0.0,0.9983333333333333,0.0,0.0
jackfruit leaf spot,0.0,0.0,1.0,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9875,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.946875,0.0,0.0
mango anthracnose,0.8307522123893806,0.93875,0.96175,0.8814553990610329,800.0
mango die back,1.0,0.91,1.0,0.9528795811518325,800.0
mango gall midge,0.6857562408223201,0.58375,0.9465,0.6306549628629304,800.0
mango healthy,0.8630460448642266,0.91375,0.971,0.8876745598057073,800.0
mango powdery mildew,0.49675023212627667,0.66875,0.8645,0.5700586041555674,800.0
mango sooty mould,0.0,0.0,0.9835,0.0,800.0
tomato bacterial spot,0.0,0.0,0.9995833333333334,0.0,0.0
tomato blight,0.0,0.0,1.0,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.99625,0.0,0.0
tomato insect damage,0.0,0.0,0.9972916666666667,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
