experiment,model,seed,accuracy,balanced_accuracy,top5_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,sensitivity_macro,specificity_macro,g_mean_macro,cohen_kappa,mcc,auc_macro_ovr,auc_weighted_ovr,average_precision_macro,log_loss,ece,n_zero_recall_classes
benchmark,densenet121,2024,0.5691666666666667,0.5691666666666667,0.864375,0.8101051094165802,0.5691666666666667,0.644444125607318,0.8101051094165803,0.5691666666666667,0.6444441256073179,0.5691666666666667,0.9859999999999999,0.4350773884676373,0.5177988496813306,0.5389698811276986,0.9275511458333332,0.9275511458333333,0.7892707258272931,1.588334560394287,0.10920992605698605,0
benchmark,densenet121,42,0.595625,0.595625,0.8385416666666666,0.751480512226558,0.595625,0.6372246569405801,0.751480512226558,0.595625,0.6372246569405801,0.595625,0.9737083333333333,0.24199779947117514,0.5398656657447649,0.5568368954944164,0.9265738020833334,0.9265738020833334,0.7642629164821587,1.6172833442687988,0.1291989062726498,0
benchmark,densenet201,1234,0.671875,0.671875,0.8727083333333333,0.7220004326852975,0.671875,0.6829714895391644,0.7220004326852976,0.671875,0.6829714895391644,0.671875,0.965,0.008330630184628296,0.6179502728926622,0.637480262746499,0.92875109375,0.92875109375,0.80587142979727,1.374338984489441,0.09548978190403432,1
benchmark,densenet201,2024,0.5602083333333333,0.5602083333333333,0.8035416666666667,0.6851002368345306,0.5602083333333333,0.6021700552209187,0.6851002368345307,0.5602083333333333,0.6021700552209187,0.5602083333333333,0.9648333333333334,0.007056675868965661,0.49871373728578783,0.516476553890685,0.8903213020833333,0.8903213020833334,0.7105936543906307,1.7400106191635132,0.08831088169167436,1
benchmark,densenet201,42,0.6645833333333333,0.6645833333333333,0.845,0.7305525211338871,0.6645833333333333,0.6910997577696687,0.7305525211338872,0.6645833333333333,0.6910997577696687,0.6645833333333333,0.9742083333333333,0.008195320980138228,0.6134608459045257,0.6275627547157784,0.9349482812500001,0.9349482812500001,0.7986999595223874,1.3895783424377441,0.1133995035197586,1
benchmark,efficientnet_b0,1234,0.43645833333333334,0.4364583333333334,0.7695833333333333,0.7409878226552319,0.4364583333333334,0.5273105590153011,0.7409878226552318,0.43645833333333334,0.527310559015301,0.4364583333333334,0.97625,0.3003091954308337,0.3789936866271283,0.4041969724056392,0.8421940625,0.8421940625000001,0.6705012056523256,2.032705307006836,0.07593614977474014,0
benchmark,efficientnet_b0,2024,0.4352083333333333,0.43520833333333325,0.7839583333333333,0.7202035881377196,0.43520833333333325,0.5150412079281087,0.7202035881377197,0.4352083333333333,0.5150412079281088,0.43520833333333325,0.9569583333333335,0.3555245686104923,0.3665394501129371,0.38253929683526505,0.8582432812499999,0.85824328125,0.6588217586545265,1.980621337890625,0.09752532822390396,0
benchmark,efficientnet_b0,42,0.47291666666666665,0.4729166666666667,0.8322916666666667,0.7331661672654958,0.4729166666666667,0.5508191330830917,0.7331661672654958,0.47291666666666665,0.5508191330830918,0.4729166666666667,0.969375,0.3443188181634832,0.41151385927505335,0.4331996798082811,0.8906930729166666,0.8906930729166667,0.6984722379364245,1.8179171085357666,0.06639214039159318,0
benchmark,efficientnet_b3,1234,0.6914583333333333,0.6914583333333334,0.834375,0.7462445389834941,0.6914583333333334,0.6715671504005128,0.746244538983494,0.6914583333333333,0.6715671504005127,0.6914583333333334,0.9560833333333333,0.37359233272863074,0.636222213124821,0.6531353678850302,0.9033625520833333,0.9033625520833334,0.7601268862069629,1.4071789979934692,0.13006135188353557,0
benchmark,efficientnet_b3,2024,0.7077083333333334,0.7077083333333333,0.8472916666666667,0.664020841548038,0.7077083333333333,0.6761384282278358,0.664020841548038,0.7077083333333334,0.6761384282278358,0.7077083333333333,0.9509166666666666,0.008713938515540283,0.6525077399380805,0.6714248721640375,0.91008796875,0.91008796875,0.7668990829261189,1.3429142236709595,0.12180054919173319,1
