epoch,phase,train_loss,train_acc,val_loss,val_acc,val_score,val_src,mixup,lr,epoch_sec,val_score_raw,val_acc_raw
0,1,2.1767030459019674,0.4191044776119403,1.079617201009058,0.8978644382544104,0.8810970936942946,raw,1,0.001,38.73,0.8810970936942946,0.8978644382544104
1,1,1.5183036638136527,0.5932338308457712,1.00522943038905,0.8969359331476323,0.8749530123653251,raw,1,0.001,13.4,0.8749530123653251,0.8969359331476323
2,2,1.4500078883218528,0.690547263681592,0.9233672936536033,0.9647168059424327,0.9594666129610016,raw,1,0.0001,33.78,0.9594666129610016,0.9647168059424327
3,2,1.3082442544823263,0.656318407960199,0.8972211271496757,0.9730733519034355,0.9673449127317546,raw,1,0.0001,34.49,0.9673449127317546,0.9730733519034355
4,2,1.2807001539367942,0.6760199004975125,0.9029597214448197,0.9665738161559888,0.9583845282471939,raw,1,9.968561049466214e-05,33.72,0.9583845282471939,0.9665738161559888
5,2,1.1974989145312143,0.7038805970149253,0.8777928834395378,0.9814298978644382,0.976282148304974,raw,1,9.874639560909117e-05,33.17,0.976282148304974,0.9814298978644382
6,2,1.149748409802641,0.732139303482587,0.8796513805039635,0.9702878365831012,0.9600498166255491,raw,1,9.719416651541839e-05,32.25,0.9600498166255491,0.9702878365831012
7,2,1.1479908590411665,0.6895522388059702,0.8549276410481834,0.9795728876508821,0.9747966870125356,raw,1,9.504844339512095e-05,32.23,0.9747966870125356,0.9795728876508821
8,2,1.169947180617508,0.7558208955223881,0.8601178760980165,0.9740018570102136,0.9676509191855802,raw,1,9.233620996141421e-05,33.91,0.9676509191855802,0.9740018570102136
9,2,1.1177587598236045,0.699502487562189,0.8475771605027641,0.9860724233983287,0.9830094302146863,raw,1,8.90915741234015e-05,32.5,0.9830094302146863,0.9860724233983287
10,2,1.1285667675644604,0.6322388059701493,0.8329756881975973,0.9832869080779945,0.9792669329603734,raw,1,8.535533905932738e-05,31.47,0.9792669329603734,0.9832869080779945
11,2,1.125392931504036,0.7215920398009951,0.832011284934445,0.9814298978644382,0.9764346571158458,raw,1,8.117449009293668e-05,30.85,0.9764346571158458,0.9814298978644382
12,2,1.1577651211634203,0.6885572139303483,0.8384824130085738,0.9870009285051068,0.9836714633431759,raw,1,7.660160382576683e-05,30.46,0.9836714633431759,0.9870009285051068
13,2,1.1099707633108642,0.7315422885572139,0.8378352473041141,0.9842154131847726,0.9796772472799017,raw,1,7.169418695587791e-05,30.66,0.9796772472799017,0.9842154131847726
14,2,1.1023651283534606,0.6973134328358209,0.8342552759521187,0.9832869080779945,0.9794335388226365,raw,1,6.651395309775837e-05,30.49,0.9794335388226365,0.9832869080779945
15,2,1.0967697578757556,0.6676616915422886,0.8267841518423351,0.9879294336118849,0.9842503601272835,raw,1,6.112604669781572e-05,30.68,0.9842503601272835,0.9879294336118849
16,2,1.098028543054761,0.7130348258706468,0.8297060398227546,0.9860724233983287,0.9829539581304186,raw,1,5.5598223805165385e-05,30.55,0.9829539581304186,0.9860724233983287
17,2,1.1057545549478105,0.7605970149253731,0.8393151105944493,0.9832869080779945,0.9795011748660818,raw,1,5e-05,30.55,0.9795011748660818,0.9832869080779945
18,2,1.1110579614022478,0.7166169154228855,0.8347156680947448,0.9870009285051068,0.9830138088968852,raw,1,4.440177619483462e-05,30.7,0.9830138088968852,0.9870009285051068
19,2,1.0650071650595214,0.699502487562189,0.8366755275894562,0.9851439182915506,0.9805193478232549,raw,1,3.887395330218429e-05,30.57,0.9805193478232549,0.9851439182915506
20,2,1.080172405148027,0.7138308457711443,0.8145714374527183,0.9925719591457753,0.9907940883186993,raw,1,3.3486046902241643e-05,30.59,0.9907940883186993,0.9925719591457753
21,2,1.0517540405876007,0.7353233830845771,0.816567080930747,0.9925719591457753,0.9898804358145169,raw,1,2.8305813044122097e-05,30.47,0.9898804358145169,0.9925719591457753
22,2,1.020105174335081,0.7458706467661692,0.8244031756258497,0.9916434540389972,0.9901041473817178,raw,1,2.3398396174233178e-05,30.5,0.9901041473817178,0.9916434540389972
23,2,1.0722208351400955,0.7072636815920398,0.8219184691748801,0.989786443825441,0.9868448666647164,raw,1,1.8825509907063327e-05,30.5,0.9868448666647164,0.989786443825441
24,2,0.6261853962513938,0.9982089552238806,0.9145943974607391,0.9944289693593314,0.9930994470239893,raw,0,1.4644660940672627e-05,30.64,0.9930994470239893,0.9944289693593314
25,2,0.6196489472412945,0.998407960199005,0.9447703844104083,0.9935004642525533,0.991515986519821,raw,0,1.0908425876598528e-05,30.9,0.991515986519821,0.9935004642525533
26,2,0.6184120014769521,0.9976119402985074,0.9723677109432309,0.9888579387186629,0.9856118063971366,raw,0,7.663790038585793e-06,30.83,0.9856118063971366,0.9888579387186629
27,2,0.6140069713284128,0.9994029850746269,0.9743409089280591,0.9925719591457753,0.9904100633192483,raw,0,4.951556604879048e-06,30.81,0.9904100633192483,0.9925719591457753
28,2,0.6145243023639888,0.9990049751243781,0.9821587827544358,0.9925719591457753,0.9904100633192483,raw,0,2.8058334845816213e-06,31.07,0.9904100633192483,0.9925719591457753
29,2,0.6143009950509711,0.9990049751243781,0.9865901146979938,0.9916434540389972,0.9890512164698951,raw,0,1.2536043909088136e-06,30.94,0.9890512164698951,0.9916434540389972
30,2,0.6133339429138904,0.9988059701492538,0.985225919340093,0.9925719591457753,0.9904100633192483,raw,0,3.143895053378698e-07,30.8,0.9904100633192483,0.9925719591457753
31,2,0.6123144197701221,0.9994029850746269,0.9858770576360166,0.9925719591457753,0.9904100633192483,raw,0,0.0,30.87,0.9904100633192483,0.9925719591457753
