class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9966666666666667,0.0,0.0
cashew healthy,0.0,0.0,0.9983333333333333,0.0,0.0
jackfruit algal,0.0,0.0,0.9989583333333333,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.993125,0.0,0.0
jackfruit healthy,0.0,0.0,0.9997916666666666,0.0,0.0
jackfruit leaf spot,0.0,0.0,0.9939583333333334,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9922916666666667,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.9629166666666666,0.0,0.0
mango anthracnose,0.6956912028725314,0.96875,0.91525,0.8098223615464994,800.0
mango die back,1.0,0.97,1.0,0.9847715736040609,800.0
mango gall midge,0.6428571428571429,0.48375,0.94625,0.5520684736091298,800.0
mango healthy,0.9349489795918368,0.91625,0.98725,0.9255050505050505,800.0
mango powdery mildew,0.47354497354497355,0.67125,0.85075,0.5553257497414684,800.0
mango sooty mould,0.0,0.0,0.98625,0.0,800.0
tomato bacterial spot,0.0,0.0,0.9997916666666666,0.0,0.0
tomato blight,0.0,0.0,0.999375,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9970833333333333,0.0,0.0
tomato insect damage,0.0,0.0,0.9979166666666667,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
