class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9975,0.0,0.0
cashew healthy,0.0,0.0,0.9947916666666666,0.0,0.0
jackfruit algal,0.0,0.0,0.995,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9927083333333333,0.0,0.0
jackfruit healthy,0.0,0.0,0.996875,0.0,0.0
jackfruit leaf spot,0.0,0.0,0.9997916666666666,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9935416666666667,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.98875,0.0,0.0
mango anthracnose,0.6554694229112834,0.95125,0.9,0.776134625191229,800.0
mango die back,1.0,0.995,1.0,0.9974937343358395,800.0
mango gall midge,0.5727482678983834,0.31,0.95375,0.40227088402270883,800.0
mango healthy,0.8755813953488372,0.94125,0.97325,0.9072289156626506,800.0
mango powdery mildew,0.4389312977099237,0.71875,0.81625,0.5450236966824644,800.0
mango sooty mould,0.02631578947368421,0.00125,0.99075,0.002386634844868735,800.0
tomato bacterial spot,0.0,0.0,1.0,0.0,0.0
tomato blight,0.0,0.0,0.9995833333333334,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9997916666666666,0.0,0.0
tomato insect damage,0.0,0.0,0.9995833333333334,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
