class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.99875,0.0,0.0
cashew healthy,0.0,0.0,0.994375,0.0,0.0
jackfruit algal,0.0,0.0,0.9602083333333333,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9970833333333333,0.0,0.0
jackfruit healthy,0.0,0.0,0.996875,0.0,0.0
jackfruit leaf spot,0.0,0.0,1.0,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9995833333333334,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.965625,0.0,0.0
mango anthracnose,0.8095238095238095,0.9775,0.954,0.8856172140430351,800.0
mango die back,1.0,0.995,1.0,0.9974937343358395,800.0
mango gall midge,0.6653543307086615,0.4225,0.9575,0.5168195718654435,800.0
mango healthy,0.8437856328392246,0.925,0.96575,0.8825283243887895,800.0
mango powdery mildew,0.5042517006802721,0.74125,0.85425,0.6002024291497976,800.0
mango sooty mould,0.03333333333333333,0.00125,0.99275,0.0024096385542168677,800.0
tomato bacterial spot,0.0,0.0,0.9997916666666666,0.0,0.0
tomato blight,0.0,0.0,1.0,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9997916666666666,0.0,0.0
tomato insect damage,0.0,0.0,0.9947916666666666,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
