class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9672916666666667,0.0,0.0
cashew healthy,0.0,0.0,0.973125,0.0,0.0
jackfruit algal,0.0,0.0,0.9995833333333334,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.984375,0.0,0.0
jackfruit healthy,0.0,0.0,0.9870833333333333,0.0,0.0
jackfruit leaf spot,0.0,0.0,0.9983333333333333,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9802083333333333,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.834375,0.0,0.0
mango anthracnose,0.9405646359583952,0.79125,0.99,0.8594704684317719,800.0
mango die back,1.0,0.89,1.0,0.9417989417989417,800.0
mango gall midge,0.8666666666666667,0.47125,0.9855,0.6105263157894737,800.0
mango healthy,0.9388185654008439,0.55625,0.99275,0.6985871271585558,800.0
mango powdery mildew,0.5169811320754717,0.685,0.872,0.589247311827957,800.0
mango sooty mould,0.16666666666666666,0.00125,0.99875,0.0024813895781637717,800.0
tomato bacterial spot,0.0,0.0,0.9985416666666667,0.0,0.0
tomato blight,0.0,0.0,0.9995833333333334,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9991666666666666,0.0,0.0
tomato insect damage,0.0,0.0,0.9897916666666666,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,0.9885416666666667,0.0,0.0
