class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.98875,0.0,0.0
cashew healthy,0.0,0.0,0.9970833333333333,0.0,0.0
jackfruit algal,0.0,0.0,0.9985416666666667,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.995625,0.0,0.0
jackfruit healthy,0.0,0.0,0.9991666666666666,0.0,0.0
jackfruit leaf spot,0.0,0.0,1.0,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.996875,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.9854166666666667,0.0,0.0
mango anthracnose,0.8848641655886158,0.855,0.97775,0.8696757787666879,800.0
mango die back,1.0,0.995,1.0,0.9974937343358395,800.0
mango gall midge,0.6333699231613611,0.72125,0.9165,0.6744593804792519,800.0
mango healthy,0.9423312883435583,0.96,0.98825,0.9510835913312693,800.0
mango powdery mildew,0.47523219814241485,0.7675,0.8305,0.5869980879541109,800.0
mango sooty mould,0.0,0.0,0.993,0.0,800.0
tomato bacterial spot,0.0,0.0,1.0,0.0,0.0
tomato blight,0.0,0.0,1.0,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,1.0,0.0,0.0
tomato insect damage,0.0,0.0,1.0,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
