,dark_pixel_fraction,dark_pixel_fraction,dark_pixel_fraction,very_dark_fraction,very_dark_fraction,very_dark_fraction,mean_brightness,mean_brightness,mean_brightness,mean_saturation,mean_saturation,mean_saturation,sharpness_lapvar,sharpness_lapvar,sharpness_lapvar
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
corpus,,,,,,,,,,,,,,,
external,0.15558142006802722,0.046315992093545554,150,0.027792437287414967,0.029361042269635776,150,0.6117814562718074,0.02711087710704501,150,0.21313464631636939,0.043677558467947526,150,0.006744719132160147,0.0019695229809133475,150
internal,0.11416321215986396,0.07318786600453182,150,0.011191273384353741,0.027959126441135424,150,0.6672047392527263,0.05142250681289137,150,0.1654398733874162,0.04689385703088028,150,0.001017825113182577,0.0002595992388268937,150
