tag,experiment,model,recipe,tta_group,repeat_id,seed,split,n_test,accuracy,balanced_accuracy,top5_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,sensitivity_macro,specificity_macro,g_mean_macro,cohen_kappa,mcc,auc_macro_ovr,auc_weighted_ovr,average_precision_macro,log_loss,ece,n_zero_recall_classes,params_M,size_MB,gflops,latency_ms,latency_ms_single_pass,tta_views,fps,train_sec,n_epochs,best_epoch,select_src,hier_beta,proto_P1_accuracy,proto_P1_f1_macro,proto_P2_f1_macro,proto_P3_accuracy,proto_P3_f1_macro,proto_leakage_rate,proto_mean_prob_mass_on_absent,proto_off_plant_rate
benchmark/resnet50/seed1234,benchmark,resnet50,standard,none,0,1234,external,4800,0.62,0.62,0.860833,0.736874,0.62,0.633478,0.736874,0.62,0.633478,0.62,0.960917,0.326922,0.560235,0.578047,0.911852,0.911852,0.753424,1.477755,0.092144,0,23.551,89.84,4.109507584,10.271,10.271,1,97.4,801.3,32,24,raw,,0.62,0.6334781421762917,0.1809937549075119,0.69625,0.6534199137725321,0.18458333333333332,0.39602925565087693,0.18458333333333332
benchmark/resnet101/seed1234,benchmark,resnet101,standard,none,0,1234,internal_test,1077,0.975859,0.970774,1.0,0.971992,0.970774,0.971139,0.976254,0.975859,0.975838,0.970774,0.9988,0.96954,0.974542,0.974562,0.999533,0.999608,0.989017,0.18962,0.11219,0,42.543,162.29,7.831964672,12.567,12.567,1,79.6,1127.4,32,27,raw,,,,,,,,,
benchmark/resnet101/seed1234,benchmark,resnet101,standard,none,0,1234,external,4800,0.6525,0.6525,0.888958,0.635332,0.6525,0.62058,0.635332,0.6525,0.62058,0.6525,0.945125,0.376087,0.589011,0.603692,0.906507,0.906507,0.706316,1.363989,0.046378,0,42.543,162.29,7.831964672,12.567,12.567,1,79.6,1127.4,32,27,raw,,0.6525,0.620579632044975,0.1773084662985643,0.676875,0.6228265905159541,0.073125,0.23106912496275678,0.073125
benchmark/densenet121/seed1234,benchmark,densenet121,standard,none,0,1234,internal_test,1077,0.987929,0.984456,1.0,0.985312,0.984456,0.984767,0.988104,0.987929,0.987917,0.984456,0.999401,0.983918,0.987271,0.98728,0.999852,0.999884,0.995614,0.145269,0.104937,0,6.975,26.61,2.864544256,17.565,17.565,1,56.9,891.1,31,22,raw,,,,,,,,,
benchmark/densenet121/seed1234,benchmark,densenet121,standard,none,0,1234,external,4800,0.528333,0.528333,0.783958,0.825098,0.528333,0.601074,0.825098,0.528333,0.601074,0.528333,0.985458,0.237251,0.475825,0.496938,0.888275,0.888275,0.738741,1.880231,0.087,0,6.975,26.61,2.864544256,17.565,17.565,1,56.9,891.1,31,22,raw,,0.5283333333333333,0.6010739213634694,0.1717354061038484,0.7416666666666667,0.687333426207648,0.39895833333333336,0.5617714442029743,0.39895833333333336
benchmark/densenet201/seed1234,benchmark,densenet201,standard,none,0,1234,internal_test,1077,0.987929,0.984352,1.0,0.984298,0.984352,0.984078,0.988344,0.987929,0.987937,0.984352,0.999404,0.983776,0.987272,0.987289,0.999907,0.999934,0.997211,0.144729,0.111421,0,18.133,69.17,4.338991104,35.258,35.258,1,28.4,1455.0,32,25,raw,,,,,,,,,
benchmark/densenet201/seed1234,benchmark,densenet201,standard,none,0,1234,external,4800,0.707708,0.707708,0.825417,0.71513,0.707708,0.699877,0.71513,0.707708,0.699877,0.707708,0.962208,0.008702,0.656352,0.675464,0.920108,0.920108,0.786643,1.375916,0.120273,1,18.133,69.17,4.338991104,35.258,35.258,1,28.4,1455.0,32,25,raw,,0.7077083333333334,0.6998766517494452,0.1999647576426986,0.7495833333333334,0.7016369958674162,0.10333333333333333,0.3324570977469375,0.10333333333333333
benchmark/vgg16/seed1234,benchmark,vgg16,standard,none,0,1234,internal_test,1077,0.987929,0.984914,1.0,0.985109,0.984914,0.984676,0.988385,0.987929,0.987914,0.984914,0.999403,0.984322,0.987272,0.987291,0.999893,0.99992,0.997187,0.128193,0.099527,0,134.347,512.49,15.466258432,6.254,6.254,1,159.9,14801.2,32,23,raw,,,,,,,,,
benchmark/vgg16/seed1234,benchmark,vgg16,standard,none,0,1234,external,4800,0.297083,0.297083,0.750625,0.682931,0.297083,0.383778,0.682931,0.297083,0.383778,0.297083,0.977458,0.003783,0.245556,0.275079,0.846597,0.846597,0.654749,2.509435,0.194575,1,134.347,512.49,15.466258432,6.254,6.254,1,159.9,14801.2,32,23,raw,,0.2970833333333333,0.3837779206125181,0.10965083446071948,0.6508333333333334,0.6113250386142896,0.5902083333333333,0.6627189914471334,0.5902083333333333
benchmark/vgg19/seed1234,benchmark,vgg19,standard,none,0,1234,internal_test,1077,0.990715,0.98898,1.0,0.988671,0.98898,0.988676,0.990954,0.990715,0.990715,0.98898,0.99954,0.988705,0.990209,0.990219,0.999805,0.999849,0.993689,0.132357,0.095949,0,139.656,532.75,19.628056576,6.832,6.832,1,146.4,1859.9,32,23,raw,,,,,,,,,
benchmark/vgg19/seed1234,benchmark,vgg19,standard,none,0,1234,external,4800,0.297083,0.297083,0.780833,0.731728,0.297083,0.401756,0.731728,0.297083,0.401756,0.297083,0.98775,0.135423,0.252437,0.294863,0.7899,0.7899,0.620897,2.597791,0.25697,0,139.656,532.75,19.628056576,6.832,6.832,1,146.4,1859.9,32,23,raw,,0.2970833333333333,0.40175593494036166,0.11478740998296047,0.64,0.6241146039637591,0.6416666666666667,0.6697079861471381,0.6416666666666667
benchmark/inception_v3/seed1234,benchmark,inception_v3,standard,none,0,1234,internal_test,1077,0.987001,0.98368,1.0,0.983412,0.98368,0.983169,0.987533,0.987001,0.98699,0.98368,0.999358,0.982852,0.986293,0.986315,0.999847,0.999883,0.996074,0.139371,0.097222,0,21.829,83.27,2.845264,15.218,15.218,1,65.7,750.3,32,27,raw,,,,,,,,,
benchmark/inception_v3/seed1234,benchmark,inception_v3,standard,none,0,1234,external,4800,0.517292,0.517292,0.784583,0.677656,0.517292,0.560026,0.677656,0.517292,0.560026,0.517292,0.956667,0.241618,0.450014,0.470263,0.884196,0.884196,0.695397,1.855099,0.071775,0,21.829,83.27,2.845264,15.218,15.218,1,65.7,750.3,32,27,raw,,0.5172916666666667,0.5600257903984495,0.16000736868527124,0.654375,0.6144092214800653,0.2660416666666667,0.4637740190262654,0.2660416666666667
benchmark/legacy_xception/seed1234,benchmark,legacy_xception,standard,none,0,1234,internal_test,1077,0.985144,0.981636,1.0,0.983009,0.981636,0.981375,0.986537,0.985144,0.985135,0.981636,0.999265,0.980729,0.984335,0.984391,0.999832,0.999865,0.995957,0.273856,0.205207,0,20.85,79.54,4.574196,4.717,4.717,1,212.0,712.3,24,15,raw,,,,,,,,,
benchmark/legacy_xception/seed1234,benchmark,legacy_xception,standard,none,0,1234,external,4800,0.610208,0.610208,0.857917,0.666027,0.610208,0.613523,0.666027,0.610208,0.613523,0.610208,0.953042,0.24845,0.546314,0.563748,0.905786,0.905786,0.726786,1.590259,0.134809,0,20.85,79.54,4.574196,4.717,4.717,1,212.0,712.3,24,15,raw,,0.6102083333333334,0.6135234516974886,0.17529241477071103,0.67875,0.628832191934122,0.155,0.3972117490974536,0.155
benchmark/resnext50_32x4d/seed1234,benchmark,resnext50_32x4d,standard,none,0,1234,internal_test,1077,0.987001,0.984717,1.0,0.984161,0.984717,0.984145,0.987492,0.987001,0.98701,0.984717,0.999356,0.98425,0.986293,0.986314,0.99973,0.999761,0.994077,0.167855,0.117598,0,23.023,87.83,4.257376256,8.627,8.627,1,115.9,834.2,27,18,raw,,,,,,,,,
benchmark/resnext50_32x4d/seed1234,benchmark,resnext50_32x4d,standard,none,0,1234,external,4800,0.628333,0.628333,0.836042,0.657826,0.628333,0.630655,0.657826,0.628333,0.630655,0.628333,0.9595,0.00767,0.568596,0.583168,0.919288,0.919288,0.748492,1.488546,0.059764,1,23.023,87.83,4.257376256,8.627,8.627,1,115.9,834.2,27,18,raw,,0.6283333333333333,0.6306549241194964,0.18018712117699898,0.7083333333333334,0.6551734440434126,0.16916666666666666,0.37912308016789514,0.16916666666666666
benchmark/legacy_seresnext50_32x4d/seed1234,benchmark,legacy_seresnext50_32x4d,standard,none,0,1234,internal_test,1077,0.990715,0.988068,1.0,0.98757,0.988068,0.987692,0.990942,0.990715,0.990724,0.988068,0.999542,0.987685,0.990209,0.990218,0.998547,0.998956,0.990351,0.121343,0.080954,0,25.554,97.48,4.2598912,7.139,7.139,1,140.1,1039.8,31,22,raw,,,,,,,,,
benchmark/legacy_seresnext50_32x4d/seed1234,benchmark,legacy_seresnext50_32x4d,standard,none,0,1234,external,4800,0.709167,0.709167,0.880208,0.744918,0.709167,0.711596,0.744918,0.709167,0.711596,0.709167,0.969292,0.342787,0.660327,0.675486,0.917539,0.917539,0.767296,1.251446,0.053123,0,25.554,97.48,4.2598912,7.139,7.139,1,140.1,1039.8,31,22,raw,,0.7091666666666666,0.711596488586924,0.20331328245340688,0.7620833333333333,0.7169137495184223,0.13729166666666667,0.2540453480198812,0.13729166666666667
benchmark/mobilenetv3_large_100/seed1234,benchmark,mobilenetv3_large_100,standard,none,0,1234,internal_test,1077,0.98143,0.976634,1.0,0.980425,0.976634,0.977411,0.983271,0.98143,0.981483,0.976634,0.999078,0.975411,0.980417,0.980493,0.999857,0.999882,0.996507,0.179373,0.11939,0,4.229,16.13,0.224183296,7.387,7.387,1,135.4,555.3,31,22,raw,,,,,,,,,
benchmark/mobilenetv3_large_100/seed1234,benchmark,mobilenetv3_large_100,standard,none,0,1234,external,4800,0.527708,0.527708,0.772708,0.696803,0.527708,0.592772,0.696803,0.527708,0.592772,0.527708,0.973917,0.006766,0.469521,0.490478,0.871787,0.871787,0.732954,1.985429,0.130916,1,4.229,16.13,0.224183296,7.387,7.387,1,135.4,555.3,31,22,raw,,0.5277083333333333,0.5927718471387523,0.16936338489678637,0.6991666666666667,0.6499535671609219,0.341875,0.5623908893647785,0.341875
benchmark/mobilenetv2_100/seed1234,benchmark,mobilenetv2_100,standard,none,0,1234,internal_test,1077,0.978644,0.973971,1.0,0.973192,0.973971,0.973345,0.97912,0.978644,0.97868,0.973971,0.998943,0.972788,0.977481,0.9775,0.999665,0.99972,0.992559,0.155192,0.095861,0,2.251,8.59,0.312940096,4.975,4.975,1,201.0,545.7,32,28,raw,,,,,,,,,
benchmark/mobilenetv2_100/seed1234,benchmark,mobilenetv2_100,standard,none,0,1234,external,4800,0.40625,0.40625,0.741667,0.662022,0.40625,0.456641,0.662022,0.40625,0.456641,0.40625,0.954625,0.165161,0.336206,0.357928,0.859959,0.859959,0.659354,2.14323,0.048249,0,2.251,8.59,0.312940096,4.975,4.975,1,201.0,545.7,32,28,raw,,0.40625,0.4566407011352236,0.13046877175292101,0.57375,0.554358063962835,0.366875,0.5527118939504059,0.366875
benchmark/efficientnet_b0/seed1234,benchmark,efficientnet_b0,standard,none,0,1234,internal_test,1077,0.990715,0.988753,1.0,0.98851,0.988753,0.988591,0.990759,0.990715,0.990705,0.988753,0.99954,0.988482,0.990209,0.990212,0.999886,0.999905,0.997281,0.150615,0.115284,0,4.034,15.39,0.398099744,14.959,14.959,1,66.8,643.3,30,21,raw,,,,,,,,,
benchmark/efficientnet_b0/seed1234,benchmark,efficientnet_b0,standard,none,0,1234,external,4800,0.504167,0.504167,0.77,0.777062,0.504167,0.580806,0.777062,0.504167,0.580806,0.504167,0.973708,0.3257,0.445415,0.465343,0.847369,0.847369,0.684153,1.962972,0.098226,0,4.034,15.39,0.398099744,14.959,14.959,1,66.8,643.3,30,21,raw,,0.5041666666666667,0.5808060752891568,0.16594459293975908,0.68125,0.6478959307838525,0.364375,0.5458663638532987,0.364375
benchmark/efficientnet_b3/seed1234,benchmark,efficientnet_b3,standard,none,0,1234,internal_test,1077,0.985144,0.982081,0.999071,0.982477,0.982081,0.982129,0.985372,0.985144,0.985115,0.982081,0.999262,0.981638,0.984334,0.984348,0.998503,0.998941,0.99023,0.18944,0.132917,0,10.729,40.93,0.987252112,44.114,44.114,1,22.7,955.2,31,22,raw,,,,,,,,,
benchmark/efficientnet_b3/seed1234,benchmark,efficientnet_b3,standard,none,0,1234,external,4800,0.68875,0.68875,0.839167,0.734853,0.68875,0.672999,0.734853,0.68875,0.672999,0.68875,0.956417,0.383453,0.633344,0.649385,0.904221,0.904221,0.75837,1.402398,0.135796,0,10.729,40.93,0.987252112,44.114,44.114,1,22.7,955.2,31,22,raw,,0.68875,0.672998636047923,0.19228532458512085,0.7379166666666667,0.6867587099133982,0.09333333333333334,0.3438463336274314,0.09333333333333334
benchmark/mnasnet_100/seed1234,benchmark,mnasnet_100,standard,none,0,1234,internal_test,1077,0.984215,0.980452,1.0,0.98158,0.980452,0.980776,0.984502,0.984215,0.98418,0.980452,0.999216,0.979861,0.983355,0.983369,0.999828,0.999859,0.995707,0.178645,0.128218,0,3.129,11.94,0.324138752,7.896,7.896,1,126.6,590.4,32,25,raw,,,,,,,,,
benchmark/mnasnet_100/seed1234,benchmark,mnasnet_100,standard,none,0,1234,external,4800,0.622708,0.622708,0.872708,0.726887,0.622708,0.624732,0.726887,0.622708,0.624732,0.622708,0.944625,0.450133,0.556164,0.571791,0.91554,0.91554,0.756175,1.452638,0.152705,0,3.129,11.94,0.324138752,7.896,7.896,1,126.6,590.4,32,25,raw,,0.6227083333333333,0.6247317496661088,0.1784947856188882,0.6727083333333334,0.6428078432213041,0.10041666666666667,0.37840277773436354,0.10041666666666667
benchmark/regnety_016/seed1234,benchmark,regnety_016,standard,none,0,1234,internal_test,1077,0.991643,0.989502,1.0,0.988876,0.989502,0.989045,0.99189,0.991643,0.991651,0.989502,0.999588,0.989198,0.991188,0.991198,0.99971,0.999772,0.99022,0.177522,0.135056,0,10.332,39.41,1.627317616,21.097,21.097,1,47.4,774.0,27,18,raw,,,,,,,,,
benchmark/regnety_016/seed1234,benchmark,regnety_016,standard,none,0,1234,external,4800,0.667292,0.667292,0.844375,0.699333,0.667292,0.666985,0.699333,0.667292,0.666985,0.667292,0.960333,0.26992,0.611199,0.62684,0.895115,0.895115,0.722164,1.459559,0.101153,0,10.332,39.41,1.627317616,21.097,21.097,1,47.4,774.0,27,18,raw,,0.6672916666666666,0.6669853949900527,0.1905672557114436,0.7414583333333333,0.692927490807195,0.134375,0.33480954520723266,0.134375
benchmark/ghostnet_100/seed1234,benchmark,ghostnet_100,standard,none,0,1234,internal_test,1077,0.976787,0.970796,1.0,0.974217,0.970796,0.971127,0.9782,0.976787,0.976521,0.970796,0.998847,0.968614,0.975521,0.975591,0.999615,0.999657,0.992028,0.210795,0.136771,0,3.928,14.99,0.147020816,10.303,10.303,1,97.1,433.0,21,12,raw,,,,,,,,,
benchmark/ghostnet_100/seed1234,benchmark,ghostnet_100,standard,none,0,1234,external,4800,0.593333,0.593333,0.8475,0.76845,0.593333,0.63339,0.76845,0.593333,0.63339,0.593333,0.968458,0.373331,0.535146,0.549914,0.918417,0.918417,0.749746,1.545871,0.138774,0,3.928,14.99,0.147020816,10.303,10.303,1,97.1,433.0,21,12,raw,,0.5933333333333334,0.6333896934896635,0.18096848385418957,0.7247916666666666,0.684769258858572,0.24895833333333334,0.4525911457694383,0.24895833333333334
benchmark/convnext_tiny/seed1234,benchmark,convnext_tiny,standard,none,0,1234,internal_test,1077,0.986072,0.981889,1.0,0.982266,0.981889,0.981953,0.986266,0.986072,0.986073,0.981889,0.999311,0.981236,0.985313,0.985321,0.999874,0.999903,0.996785,0.135307,0.09136,0,27.836,106.19,4.469685504,8.97,8.97,1,111.5,845.2,32,27,raw,,,,,,,,,
benchmark/convnext_tiny/seed1234,benchmark,convnext_tiny,standard,none,0,1234,external,4800,0.533333,0.533333,0.731667,0.645486,0.533333,0.54488,0.645486,0.533333,0.54488,0.533333,0.949792,0.006459,0.463152,0.48142,0.880926,0.880926,0.715339,1.964237,0.190261,1,27.836,106.19,4.469685504,8.97,8.97,1,111.5,845.2,32,27,raw,,0.5333333333333333,0.5448799857486679,0.15567999592819085,0.6283333333333333,0.5760155043817069,0.215625,0.3119461831121953,0.215625
benchmark/convnext_small/seed1234,benchmark,convnext_small,standard,none,0,1234,internal_test,1077,0.986072,0.983114,1.0,0.982922,0.983114,0.982725,0.986484,0.986072,0.986052,0.983114,0.99931,0.982445,0.985314,0.985332,0.999893,0.999915,0.997417,0.133126,0.094057,0,49.471,188.72,8.704640256,11.122,11.122,1,89.9,1242.4,27,18,raw,,,,,,,,,
benchmark/convnext_small/seed1234,benchmark,convnext_small,standard,none,0,1234,external,4800,0.650417,0.650417,0.927708,0.679229,0.650417,0.634163,0.679229,0.650417,0.634163,0.650417,0.950292,0.007888,0.588809,0.612888,0.931696,0.931696,0.764245,1.411449,0.120375,1,49.471,188.72,8.704640256,11.122,11.122,1,89.9,1242.4,27,18,raw,,0.6504166666666666,0.6341633145127584,0.18118951843221667,0.7004166666666667,0.6511809526949867,0.10104166666666667,0.19878596115479014,0.10104166666666667
benchmark/vit_small_patch16_224/seed1234,benchmark,vit_small_patch16_224,standard,none,0,1234,internal_test,1077,0.985144,0.981886,1.0,0.981616,0.981886,0.981525,0.985385,0.985144,0.985091,0.981886,0.999264,0.981207,0.984334,0.984349,0.999911,0.99993,0.99779,0.129919,0.094195,0,21.674,82.68,4.250298624,6.966,6.966,1,143.6,681.1,32,24,raw,,,,,,,,,
benchmark/vit_small_patch16_224/seed1234,benchmark,vit_small_patch16_224,standard,none,0,1234,external,4800,0.685417,0.685417,0.81,0.684467,0.685417,0.683072,0.684467,0.685417,0.683072,0.685417,0.966542,0.008429,0.633302,0.645938,0.907494,0.907494,0.744451,1.359119,0.021409,1,21.674,82.68,4.250298624,6.966,6.966,1,143.6,681.1,32,24,raw,,0.6854166666666667,0.6830717867351307,0.19516336763860875,0.744375,0.6880710098098793,0.14729166666666665,0.2893867184053185,0.14729166666666665
benchmark/vit_base_patch16_224/seed1234,benchmark,vit_base_patch16_224,standard,none,0,1234,internal_test,1077,0.985144,0.982553,1.0,0.982823,0.982553,0.982487,0.985413,0.985144,0.985126,0.982553,0.999261,0.98207,0.984334,0.984347,0.999738,0.999782,0.992021,0.146667,0.087317,0,85.815,327.36,16.866660864,44.86,44.86,1,22.3,1463.6,32,24,raw,,,,,,,,,
benchmark/vit_base_patch16_224/seed1234,benchmark,vit_base_patch16_224,standard,none,0,1234,external,4800,0.580833,0.580833,0.875625,0.675374,0.580833,0.593194,0.675374,0.580833,0.593194,0.580833,0.943458,0.419817,0.510363,0.524698,0.885165,0.885165,0.674021,1.683604,0.201742,0,85.815,327.36,16.866660864,44.86,44.86,1,22.3,1463.6,32,24,raw,,0.5808333333333333,0.5931936120617943,0.16948388916051266,0.6527083333333333,0.6234182161077605,0.13645833333333332,0.2076051591051661,0.13645833333333332
benchmark/swin_tiny_patch4_window7_224/seed1234,benchmark,swin_tiny_patch4_window7_224,standard,none,0,1234,internal_test,1077,0.989786,0.98686,1.0,0.986134,0.98686,0.986386,0.989981,0.989786,0.989798,0.98686,0.999496,0.986362,0.98923,0.989237,0.999859,0.999896,0.995152,0.117705,0.085758,0,27.536,105.04,4.508442624,42.738,42.738,1,23.4,1097.4,32,30,raw,,,,,,,,,
benchmark/swin_tiny_patch4_window7_224/seed1234,benchmark,swin_tiny_patch4_window7_224,standard,none,0,1234,external,4800,0.59625,0.59625,0.804792,0.735619,0.59625,0.652719,0.735619,0.59625,0.652719,0.59625,0.981042,0.242732,0.543696,0.561025,0.911545,0.911545,0.765056,1.639464,0.079705,0,27.536,105.04,4.508442624,42.738,42.738,1,23.4,1097.4,32,30,raw,,0.59625,0.6527193572653368,0.18649124493295338,0.7366666666666667,0.6882910044370288,0.30895833333333333,0.41589378017662965,0.30895833333333333
benchmark/swin_small_patch4_window7_224/seed1234,benchmark,swin_small_patch4_window7_224,standard,none,0,1234,internal_test,1077,0.990715,0.987255,1.0,0.988434,0.987255,0.987543,0.991105,0.990715,0.990696,0.987255,0.999541,0.986728,0.990209,0.990225,0.999869,0.999906,0.995031,0.115458,0.081144,0,48.853,186.36,8.767782912,45.576,45.576,1,21.9,1647.5,30,21,raw,,,,,,,,,
benchmark/swin_small_patch4_window7_224/seed1234,benchmark,swin_small_patch4_window7_224,standard,none,0,1234,external,4800,0.671458,0.671458,0.829583,0.706942,0.671458,0.672209,0.706942,0.671458,0.672209,0.671458,0.963042,0.36439,0.616768,0.63053,0.923371,0.923371,0.760415,1.381113,0.068738,0,48.853,186.36,8.767782912,45.576,45.576,1,21.9,1647.5,30,21,raw,,0.6714583333333334,0.6722085631306718,0.19205958946590623,0.725,0.6749660982147039,0.14375,0.25514291713228887,0.14375
benchmark/deit3_small_patch16_224/seed1234,benchmark,deit3_small_patch16_224,standard,none,0,1234,internal_test,1077,0.98143,0.977487,0.999071,0.976895,0.977487,0.976768,0.982018,0.98143,0.981356,0.977487,0.999081,0.976298,0.980419,0.980452,0.998911,0.999035,0.986903,0.152816,0.08617,0,21.683,82.71,4.250298624,5.793,5.793,1,172.6,655.1,32,27,raw,,,,,,,,,
benchmark/deit3_small_patch16_224/seed1234,benchmark,deit3_small_patch16_224,standard,none,0,1234,external,4800,0.600208,0.600208,0.81,0.703183,0.600208,0.638529,0.703183,0.600208,0.638529,0.600208,0.970958,0.007447,0.543494,0.558994,0.899707,0.899707,0.717992,1.684679,0.124832,1,21.683,82.71,4.250298624,5.793,5.793,1,172.6,655.1,32,27,raw,,0.6002083333333333,0.6385285116788932,0.18243671762254093,0.7270833333333333,0.678065234536068,0.25458333333333333,0.33936619800201395,0.25458333333333333
benchmark/caformer_s18.sail_in22k_ft_in1k/seed1234,benchmark,caformer_s18.sail_in22k_ft_in1k,standard,none,0,1234,internal_test,1077,0.987001,0.982328,1.0,0.98291,0.982328,0.982443,0.987226,0.987001,0.986988,0.982328,0.999358,0.981453,0.986292,0.986302,0.999845,0.999887,0.99543,0.135884,0.092928,0,24.336,92.83,3.894573824,11.575,11.575,1,86.4,1565.2,32,24,raw,,,,,,,,,
benchmark/caformer_s18.sail_in22k_ft_in1k/seed1234,benchmark,caformer_s18.sail_in22k_ft_in1k,standard,none,0,1234,external,4800,0.632708,0.632708,0.797708,0.704034,0.632708,0.648694,0.704034,0.632708,0.648694,0.632708,0.966917,0.253196,0.576355,0.592754,0.885099,0.885099,0.714868,1.613772,0.11271,0,24.336,92.83,3.894573824,11.575,11.575,1,86.4,1565.2,32,24,raw,,0.6327083333333333,0.6486943565701059,0.18534124473431596,0.73,0.6822597852163937,0.201875,0.2895585481556918,0.201875
proposed/Proposed_HMLA_CAFormerS18/seed2024,proposed,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,2024,internal_test,1077,0.987929,0.983717,1.0,0.98452,0.983717,0.984014,0.988095,0.987929,0.987923,0.983717,0.999403,0.982941,0.987271,0.987279,0.999807,0.999857,0.994593,0.127526,0.084496,0,23.897,91.16,3.970553856,160.4,40.1,4,6.2,3883.2,30,21,raw,0.0,,,,,,,,
proposed/Proposed_HMLA_CAFormerS18/seed2024,proposed,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,2024,external,4800,0.712708,0.712708,0.838958,0.658483,0.712708,0.676843,0.658483,0.712708,0.676843,0.712708,0.95225,0.00867,0.658565,0.676771,0.884084,0.884084,0.718103,1.368945,0.090415,1,23.897,91.16,3.970553856,160.4,40.1,4,6.2,3883.2,30,21,raw,0.0,0.7127083333333334,0.6768425225281497,0.19338357786518556,0.7339583333333334,0.6799850495818159,0.048541666666666664,0.1420042223638302,0.048541666666666664
benchmark/resnet50/seed2024,benchmark,resnet50,standard,none,0,2024,internal_test,1077,0.979573,0.975143,1.0,0.976289,0.975143,0.975424,0.979911,0.979573,0.979535,0.975143,0.998985,0.974147,0.978459,0.978475,0.999557,0.999648,0.986365,0.197985,0.127654,0,23.551,89.84,4.109507584,4.988,4.988,1,200.5,746.6,32,25,raw,,,,,,,,,
benchmark/resnet50/seed2024,benchmark,resnet50,standard,none,0,2024,external,4800,0.634167,0.634167,0.844167,0.674565,0.634167,0.619032,0.674565,0.634167,0.619032,0.634167,0.951583,0.2504,0.571603,0.591388,0.912061,0.912061,0.730611,1.495396,0.095203,0,23.551,89.84,4.109507584,4.988,4.988,1,200.5,746.6,32,25,raw,,0.6341666666666667,0.6190322041216596,0.1768663440347599,0.6852083333333333,0.6310904019215218,0.12375,0.3708073588074573,0.12375
benchmark/resnet101/seed2024,benchmark,resnet101,standard,none,0,2024,internal_test,1077,0.974002,0.969702,1.0,0.9696,0.969702,0.969368,0.974386,0.974002,0.973973,0.969702,0.998708,0.968227,0.972585,0.972605,0.999553,0.999608,0.98931,0.179283,0.106093,0,42.543,162.29,7.831964672,19.732,19.732,1,50.7,1189.0,32,25,raw,,,,,,,,,
benchmark/resnet101/seed2024,benchmark,resnet101,standard,none,0,2024,external,4800,0.63875,0.63875,0.845,0.671396,0.63875,0.625775,0.671396,0.63875,0.625775,0.63875,0.9515,0.433497,0.576557,0.590068,0.899744,0.899744,0.722943,1.428657,0.048577,0,42.543,162.29,7.831964672,19.732,19.732,1,50.7,1189.0,32,25,raw,,0.63875,0.6257746341649901,0.1787927526185686,0.6733333333333333,0.62667722105987,0.11875,0.2918661482853046,0.11875
benchmark/densenet121/seed2024,benchmark,densenet121,standard,none,0,2024,internal_test,1077,0.985144,0.980478,1.0,0.981794,0.980478,0.980822,0.985493,0.985144,0.985094,0.980478,0.999264,0.979287,0.984334,0.984351,0.999405,0.999562,0.987463,0.15961,0.102694,0,6.975,26.61,2.864544256,19.024,19.024,1,52.6,1053.5,32,29,raw,,,,,,,,,
benchmark/densenet121/seed2024,benchmark,densenet121,standard,none,0,2024,external,4800,0.593125,0.593125,0.833125,0.76681,0.593125,0.641175,0.76681,0.593125,0.641175,0.593125,0.980875,0.41118,0.540362,0.557501,0.911611,0.911611,0.76564,1.549723,0.105031,0,6.975,26.61,2.864544256,19.024,19.024,1,52.6,1053.5,32,29,raw,,0.593125,0.6411747724401684,0.1831927921257624,0.7422916666666667,0.7032879873978927,0.31125,0.4746464605487502,0.31125
benchmark/densenet201/seed2024,benchmark,densenet201,standard,none,0,2024,internal_test,1077,0.987001,0.983839,0.999071,0.984815,0.983839,0.984145,0.987258,0.987001,0.986996,0.983839,0.999354,0.983229,0.986292,0.986303,0.998333,0.99885,0.991804,0.146019,0.098678,0,18.133,69.17,4.338991104,28.073,28.073,1,35.6,1707.9,32,28,raw,,,,,,,,,
benchmark/densenet201/seed2024,benchmark,densenet201,standard,none,0,2024,external,4800,0.640625,0.640625,0.835208,0.714978,0.640625,0.663674,0.714978,0.640625,0.663674,0.640625,0.9655,0.007965,0.584287,0.602035,0.908931,0.908931,0.76931,1.463837,0.047442,1,18.133,69.17,4.338991104,28.073,28.073,1,35.6,1707.9,32,28,raw,,0.640625,0.6636741600662955,0.18962118859037017,0.721875,0.6800696462330706,0.186875,0.3714761840980282,0.186875
benchmark/vgg16/seed2024,benchmark,vgg16,standard,none,0,2024,internal_test,1077,0.987001,0.983668,0.999071,0.984462,0.983668,0.983915,0.987231,0.987001,0.986983,0.983668,0.999355,0.983098,0.986292,0.986305,0.999444,0.999591,0.990996,0.138862,0.088708,0,134.347,512.49,15.466258432,6.652,6.652,1,150.3,1688.4,32,26,raw,,,,,,,,,
benchmark/vgg16/seed2024,benchmark,vgg16,standard,none,0,2024,external,4800,0.315,0.315,0.6975,0.671053,0.315,0.40987,0.671053,0.315,0.40987,0.315,0.974375,0.004327,0.260376,0.282101,0.821314,0.821314,0.655314,2.451484,0.147413,1,134.347,512.49,15.466258432,6.652,6.652,1,150.3,1688.4,32,26,raw,,0.315,0.40986951531729354,0.117105575804941,0.60625,0.5733955713389075,0.556875,0.6402117807131678,0.556875
