tag,experiment,model,recipe,tta_group,repeat_id,seed,split,n_test,accuracy,balanced_accuracy,top5_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,sensitivity_macro,specificity_macro,g_mean_macro,cohen_kappa,mcc,auc_macro_ovr,auc_weighted_ovr,average_precision_macro,log_loss,ece,n_zero_recall_classes,params_M,size_MB,gflops,latency_ms,latency_ms_single_pass,tta_views,fps,train_sec,n_epochs,best_epoch,select_src,hier_beta,proto_P1_accuracy,proto_P1_f1_macro,proto_P2_f1_macro,proto_P3_accuracy,proto_P3_f1_macro,proto_leakage_rate,proto_mean_prob_mass_on_absent,proto_off_plant_rate
benchmark/vgg19/seed2024,benchmark,vgg19,standard,none,0,2024,internal_test,1077,0.989786,0.986415,0.999071,0.987475,0.986415,0.986821,0.98995,0.989786,0.98977,0.986415,0.999494,0.98598,0.989229,0.989237,0.99858,0.999026,0.993101,0.132601,0.090232,0,139.656,532.75,19.628056576,6.949,6.949,1,143.9,1861.0,32,29,raw,,,,,,,,,
benchmark/vgg19/seed2024,benchmark,vgg19,standard,none,0,2024,external,4800,0.400833,0.400833,0.701875,0.673694,0.400833,0.478314,0.673694,0.400833,0.478314,0.400833,0.967417,0.005181,0.338699,0.358353,0.812739,0.812739,0.635213,2.336438,0.154943,1,139.656,532.75,19.628056576,6.949,6.949,1,143.9,1861.0,32,29,raw,,0.4008333333333333,0.47831419442689543,0.13666119840768443,0.614375,0.5813118861701939,0.43625,0.5411433563608201,0.43625
benchmark/inception_v3/seed2024,benchmark,inception_v3,standard,none,0,2024,internal_test,1077,0.987929,0.984213,0.999071,0.986523,0.984213,0.98449,0.988991,0.987929,0.987843,0.984213,0.999402,0.983128,0.987271,0.987317,0.99803,0.998596,0.989011,0.139679,0.086796,0,21.829,83.27,2.845264,13.779,13.779,1,72.6,610.2,26,17,raw,,,,,,,,,
benchmark/inception_v3/seed2024,benchmark,inception_v3,standard,none,0,2024,external,4800,0.558125,0.558125,0.819792,0.655475,0.558125,0.566055,0.655475,0.558125,0.566055,0.558125,0.946333,0.254775,0.487537,0.506684,0.90578,0.90578,0.725781,1.665488,0.032969,0,21.829,83.27,2.845264,13.779,13.779,1,72.6,610.2,26,17,raw,,0.558125,0.5660548586280648,0.1617299596080185,0.6295833333333334,0.5815600033198549,0.17354166666666668,0.37789282172953487,0.17354166666666668
benchmark/legacy_xception/seed2024,benchmark,legacy_xception,standard,none,0,2024,internal_test,1077,0.985144,0.980923,1.0,0.981512,0.980923,0.981132,0.985237,0.985144,0.985126,0.980923,0.999264,0.979903,0.984334,0.984339,0.999115,0.999376,0.991225,0.176488,0.120378,0,20.85,79.54,4.574196,7.834,7.834,1,127.6,947.8,32,23,raw,,,,,,,,,
benchmark/legacy_xception/seed2024,benchmark,legacy_xception,standard,none,0,2024,external,4800,0.593542,0.593542,0.875208,0.65167,0.593542,0.584201,0.65167,0.593542,0.584201,0.593542,0.947708,0.007081,0.525996,0.550548,0.906188,0.906188,0.732217,1.552438,0.046872,1,20.85,79.54,4.574196,7.834,7.834,1,127.6,947.8,32,23,raw,,0.5935416666666666,0.5842013025424669,0.16691465786927623,0.6508333333333334,0.6027382311399764,0.145,0.30700704163044673,0.145
benchmark/resnext50_32x4d/seed2024,benchmark,resnext50_32x4d,standard,none,0,2024,internal_test,1077,0.984215,0.980818,0.999071,0.980882,0.980818,0.980748,0.984324,0.984215,0.984189,0.980818,0.999216,0.980113,0.983355,0.983362,0.999546,0.999652,0.991061,0.154096,0.094831,0,23.023,87.83,4.257376256,10.475,10.475,1,95.5,843.8,28,19,raw,,,,,,,,,
benchmark/resnext50_32x4d/seed2024,benchmark,resnext50_32x4d,standard,none,0,2024,external,4800,0.661875,0.661875,0.908958,0.664457,0.661875,0.641892,0.664457,0.661875,0.641892,0.661875,0.951625,0.317499,0.601913,0.618602,0.926746,0.926746,0.766928,1.252242,0.048021,0,23.023,87.83,4.257376256,10.475,10.475,1,95.5,843.8,28,19,raw,,0.661875,0.6418915792755897,0.1833975940787399,0.7135416666666666,0.682487183355941,0.09625,0.25724626817937557,0.09625
benchmark/legacy_seresnext50_32x4d/seed2024,benchmark,legacy_seresnext50_32x4d,standard,none,0,2024,internal_test,1077,0.988858,0.985847,0.998143,0.986251,0.985847,0.986018,0.988893,0.988858,0.988853,0.985847,0.999447,0.985366,0.98825,0.988252,0.997516,0.998285,0.991703,0.123521,0.077886,0,25.554,97.48,4.2598912,40.408,40.408,1,24.7,1229.8,32,23,raw,,,,,,,,,
benchmark/legacy_seresnext50_32x4d/seed2024,benchmark,legacy_seresnext50_32x4d,standard,none,0,2024,external,4800,0.633542,0.633542,0.832708,0.727385,0.633542,0.671321,0.727385,0.633542,0.671321,0.633542,0.975958,0.00787,0.580891,0.59647,0.912372,0.912372,0.777445,1.501352,0.055768,1,25.554,97.48,4.2598912,40.408,40.408,1,24.7,1229.8,32,23,raw,,0.6335416666666667,0.671321065455893,0.1918060187016837,0.7716666666666666,0.7174663556110074,0.24625,0.3558454301591276,0.24625
benchmark/mobilenetv3_large_100/seed2024,benchmark,mobilenetv3_large_100,standard,none,0,2024,internal_test,1077,0.984215,0.979112,1.0,0.980537,0.979112,0.97956,0.98449,0.984215,0.984155,0.979112,0.999218,0.978025,0.983354,0.98337,0.999742,0.99981,0.992456,0.164844,0.114774,0,4.229,16.13,0.224183296,9.06,9.06,1,110.4,619.3,32,31,raw,,,,,,,,,
benchmark/mobilenetv3_large_100/seed2024,benchmark,mobilenetv3_large_100,standard,none,0,2024,external,4800,0.496875,0.496875,0.793333,0.710627,0.496875,0.55814,0.710627,0.496875,0.55814,0.496875,0.970083,0.259945,0.436121,0.456921,0.869704,0.869704,0.713876,1.959705,0.110356,0,4.229,16.13,0.224183296,9.06,9.06,1,110.4,619.3,32,31,raw,,0.496875,0.5581401865431361,0.15946862472661033,0.6766666666666666,0.6377497381529623,0.35354166666666664,0.5797988207431263,0.35354166666666664
benchmark/mobilenetv2_100/seed2024,benchmark,mobilenetv2_100,standard,none,0,2024,internal_test,1077,0.978644,0.975281,1.0,0.976444,0.975281,0.97519,0.979585,0.978644,0.978465,0.975281,0.998937,0.973907,0.97748,0.977545,0.999355,0.999448,0.987134,0.164496,0.092696,0,2.251,8.59,0.312940096,6.906,6.906,1,144.8,571.1,31,22,raw,,,,,,,,,
benchmark/mobilenetv2_100/seed2024,benchmark,mobilenetv2_100,standard,none,0,2024,external,4800,0.564583,0.564583,0.771875,0.683283,0.564583,0.598941,0.683283,0.564583,0.598941,0.564583,0.965458,0.006995,0.503583,0.52088,0.896794,0.896794,0.711696,1.825892,0.161115,1,2.251,8.59,0.312940096,6.906,6.906,1,144.8,571.1,31,22,raw,,0.5645833333333333,0.5989408162234088,0.1711259474924025,0.6802083333333333,0.6383778913415125,0.2627083333333333,0.5000169320639088,0.2627083333333333
benchmark/efficientnet_b0/seed2024,benchmark,efficientnet_b0,standard,none,0,2024,internal_test,1077,0.983287,0.979512,1.0,0.979929,0.979512,0.979548,0.98351,0.983287,0.983241,0.979512,0.99917,0.978726,0.982376,0.982391,0.999287,0.999484,0.988848,0.161601,0.104666,0,4.034,15.39,0.398099744,6.062,6.062,1,165.0,458.8,24,15,raw,,,,,,,,,
benchmark/efficientnet_b0/seed2024,benchmark,efficientnet_b0,standard,none,0,2024,external,4800,0.43625,0.43625,0.780417,0.722232,0.43625,0.516449,0.722232,0.43625,0.516449,0.43625,0.9575,0.355986,0.367905,0.384079,0.857907,0.857907,0.658712,1.984358,0.096991,0,4.034,15.39,0.398099744,6.062,6.062,1,165.0,458.8,24,15,raw,,0.43625,0.5164490894375798,0.1475568826964514,0.6254166666666666,0.6166852647036983,0.35125,0.5596103364254759,0.35125
benchmark/efficientnet_b3/seed2024,benchmark,efficientnet_b3,standard,none,0,2024,internal_test,1077,0.985144,0.980425,0.999071,0.981498,0.980425,0.980734,0.985448,0.985144,0.985125,0.980425,0.999264,0.979462,0.984334,0.984348,0.996966,0.997866,0.985599,0.193077,0.126942,0,10.729,40.93,0.987252112,10.187,10.187,1,98.2,788.0,28,19,raw,,,,,,,,,
benchmark/efficientnet_b3/seed2024,benchmark,efficientnet_b3,standard,none,0,2024,external,4800,0.678125,0.678125,0.832917,0.731031,0.678125,0.661312,0.731031,0.678125,0.661312,0.678125,0.953083,0.308376,0.620378,0.638051,0.901045,0.901045,0.740891,1.486023,0.151427,0,10.729,40.93,0.987252112,10.187,10.187,1,98.2,788.0,28,19,raw,,0.678125,0.6613122343329073,0.18894635266654497,0.708125,0.6636801215087335,0.08729166666666667,0.350738082415337,0.08729166666666667
benchmark/mnasnet_100/seed2024,benchmark,mnasnet_100,standard,none,0,2024,internal_test,1077,0.979573,0.975891,1.0,0.975882,0.975891,0.975598,0.980086,0.979573,0.979552,0.975891,0.998986,0.974897,0.97846,0.978487,0.999608,0.99969,0.990008,0.178846,0.113755,0,3.129,11.94,0.324138752,4.17,4.17,1,239.8,430.4,29,20,raw,,,,,,,,,
benchmark/mnasnet_100/seed2024,benchmark,mnasnet_100,standard,none,0,2024,external,4800,0.637292,0.637292,0.853333,0.676498,0.637292,0.629931,0.676498,0.637292,0.629931,0.637292,0.946333,0.351689,0.572813,0.588945,0.914683,0.914683,0.739925,1.481369,0.182696,0,3.129,11.94,0.324138752,4.17,4.17,1,239.8,430.4,29,20,raw,,0.6372916666666667,0.6299310653143161,0.1799803043755189,0.6816666666666666,0.6414880739341091,0.094375,0.3803008181475525,0.094375
benchmark/regnety_016/seed2024,benchmark,regnety_016,standard,none,0,2024,internal_test,1077,0.980501,0.975646,0.998143,0.97587,0.975646,0.975664,0.980653,0.980501,0.980505,0.975646,0.999033,0.974571,0.979438,0.979445,0.999513,0.999641,0.990599,0.181091,0.117982,0,10.332,39.41,1.627317616,56.309,56.309,1,17.8,799.7,25,16,raw,,,,,,,,,
benchmark/regnety_016/seed2024,benchmark,regnety_016,standard,none,0,2024,external,4800,0.655,0.655,0.824583,0.68964,0.655,0.659514,0.68964,0.655,0.659514,0.655,0.961083,0.008076,0.598091,0.615425,0.895783,0.895783,0.730965,1.481968,0.087384,1,10.332,39.41,1.627317616,56.309,56.309,1,17.8,799.7,25,16,raw,,0.655,0.6595144113790092,0.18843268896543122,0.7277083333333333,0.6799235701469487,0.15041666666666667,0.343885946784964,0.15041666666666667
benchmark/ghostnet_100/seed2024,benchmark,ghostnet_100,standard,none,0,2024,internal_test,1077,0.982358,0.978028,1.0,0.979113,0.978028,0.978322,0.982755,0.982358,0.982341,0.978028,0.999124,0.977046,0.981396,0.981417,0.999686,0.999763,0.989397,0.184456,0.127229,0,3.928,14.99,0.147020816,45.022,45.022,1,22.2,541.6,23,14,raw,,,,,,,,,
benchmark/ghostnet_100/seed2024,benchmark,ghostnet_100,standard,none,0,2024,external,4800,0.574375,0.574375,0.860208,0.753395,0.574375,0.627144,0.753395,0.574375,0.627144,0.574375,0.973,0.352789,0.517307,0.533011,0.919623,0.919623,0.754251,1.570298,0.117476,0,3.928,14.99,0.147020816,45.022,45.022,1,22.2,541.6,23,14,raw,,0.574375,0.627143782671271,0.17918393790607742,0.7327083333333333,0.69569162512514,0.290625,0.47253158555884817,0.290625
benchmark/convnext_tiny/seed2024,benchmark,convnext_tiny,standard,none,0,2024,internal_test,1077,0.986072,0.982923,1.0,0.982727,0.982923,0.982634,0.986337,0.986072,0.986068,0.982923,0.99931,0.982302,0.985313,0.985324,0.999836,0.999878,0.995631,0.129563,0.092489,0,27.836,106.19,4.469685504,6.479,6.479,1,154.3,492.1,17,8,raw,,,,,,,,,
benchmark/convnext_tiny/seed2024,benchmark,convnext_tiny,standard,none,0,2024,external,4800,0.665417,0.665417,0.798125,0.679329,0.665417,0.649174,0.679329,0.665417,0.649174,0.665417,0.951833,0.008162,0.60589,0.628216,0.914575,0.914575,0.779908,1.478222,0.081662,1,27.836,106.19,4.469685504,6.479,6.479,1,154.3,492.1,17,8,raw,,0.6654166666666667,0.6491736200372382,0.18547817715349663,0.695,0.6482416073421655,0.09375,0.20777376813295026,0.09375
benchmark/convnext_small/seed2024,benchmark,convnext_small,standard,none,0,2024,internal_test,1077,0.988858,0.985278,0.999071,0.987071,0.985278,0.985684,0.989456,0.988858,0.988806,0.985278,0.999447,0.984475,0.98825,0.988277,0.998552,0.999003,0.992765,0.130836,0.091947,0,49.471,188.72,8.704640256,44.163,44.163,1,22.6,1518.3,32,26,raw,,,,,,,,,
benchmark/convnext_small/seed2024,benchmark,convnext_small,standard,none,0,2024,external,4800,0.675625,0.675625,0.832708,0.689307,0.675625,0.674856,0.689307,0.675625,0.674856,0.675625,0.965208,0.008293,0.622118,0.635687,0.916719,0.916719,0.74308,1.493578,0.118435,1,49.471,188.72,8.704640256,44.163,44.163,1,22.6,1518.3,32,26,raw,,0.675625,0.6748560871128119,0.19281602488937483,0.729375,0.675576338051064,0.15041666666666667,0.23520134851502614,0.15041666666666667
benchmark/vit_small_patch16_224/seed2024,benchmark,vit_small_patch16_224,standard,none,0,2024,internal_test,1077,0.988858,0.98631,1.0,0.986759,0.98631,0.986374,0.989134,0.988858,0.988859,0.98631,0.999447,0.985861,0.98825,0.988263,0.99986,0.999888,0.996747,0.131246,0.091693,0,21.674,82.68,4.250298624,5.562,5.562,1,179.8,704.2,32,23,raw,,,,,,,,,
benchmark/vit_small_patch16_224/seed2024,benchmark,vit_small_patch16_224,standard,none,0,2024,external,4800,0.623125,0.623125,0.814167,0.659918,0.623125,0.633491,0.659918,0.623125,0.633491,0.623125,0.958208,0.007734,0.562445,0.576142,0.903212,0.903212,0.714326,1.49515,0.049861,1,21.674,82.68,4.250298624,5.562,5.562,1,179.8,704.2,32,23,raw,,0.623125,0.6334909885628063,0.18099742530365892,0.7022916666666666,0.6572911491020905,0.16791666666666666,0.32036190472767584,0.16791666666666666
benchmark/vit_base_patch16_224/seed2024,benchmark,vit_base_patch16_224,standard,none,0,2024,internal_test,1077,0.987001,0.983491,1.0,0.983212,0.983491,0.98333,0.987048,0.987001,0.987005,0.983491,0.999357,0.982901,0.986292,0.986294,0.999885,0.999915,0.996964,0.131327,0.095598,0,85.815,327.36,16.866660864,5.838,5.838,1,171.3,1574.0,32,23,raw,,,,,,,,,
benchmark/vit_base_patch16_224/seed2024,benchmark,vit_base_patch16_224,standard,none,0,2024,external,4800,0.602292,0.602292,0.900208,0.661646,0.602292,0.606581,0.661646,0.602292,0.606581,0.602292,0.946292,0.448686,0.534768,0.544775,0.919988,0.919988,0.701836,1.503007,0.164833,0,85.815,327.36,16.866660864,5.838,5.838,1,171.3,1574.0,32,23,raw,,0.6022916666666667,0.6065814203466967,0.17330897724191335,0.66125,0.6262876731526065,0.12916666666666668,0.21839018492236695,0.12916666666666668
benchmark/swin_tiny_patch4_window7_224/seed2024,benchmark,swin_tiny_patch4_window7_224,standard,none,0,2024,internal_test,1077,0.986072,0.981862,1.0,0.982332,0.981862,0.982051,0.986152,0.986072,0.986068,0.981862,0.99931,0.980922,0.985313,0.985317,0.999754,0.999825,0.991091,0.130099,0.082292,0,27.536,105.04,4.508442624,45.985,45.985,1,21.7,1191.9,32,29,raw,,,,,,,,,
benchmark/swin_tiny_patch4_window7_224/seed2024,benchmark,swin_tiny_patch4_window7_224,standard,none,0,2024,external,4800,0.61875,0.61875,0.817708,0.786941,0.61875,0.666043,0.786941,0.61875,0.666043,0.61875,0.977042,0.376007,0.565647,0.581974,0.907394,0.907394,0.766531,1.584764,0.081806,0,27.536,105.04,4.508442624,45.985,45.985,1,21.7,1191.9,32,29,raw,,0.61875,0.6660426539141399,0.19029790111832567,0.7316666666666667,0.6931180674702803,0.26645833333333335,0.38026129136487724,0.26645833333333335
benchmark/swin_small_patch4_window7_224/seed2024,benchmark,swin_small_patch4_window7_224,standard,none,0,2024,internal_test,1077,0.987929,0.984089,1.0,0.98452,0.984089,0.984204,0.988095,0.987929,0.987919,0.984089,0.999403,0.983314,0.987271,0.98728,0.999813,0.999863,0.992915,0.123887,0.082168,0,48.853,186.36,8.767782912,25.299,25.299,1,39.5,2003.3,32,26,raw,,,,,,,,,
benchmark/swin_small_patch4_window7_224/seed2024,benchmark,swin_small_patch4_window7_224,standard,none,0,2024,external,4800,0.698958,0.698958,0.840625,0.728129,0.698958,0.713093,0.728129,0.698958,0.713093,0.698958,0.978417,0.008585,0.652184,0.667905,0.923961,0.923961,0.78089,1.341382,0.069345,1,48.853,186.36,8.767782912,25.299,25.299,1,39.5,2003.3,32,26,raw,,0.6989583333333333,0.7130926573984874,0.2037407592567107,0.781875,0.723218170687562,0.193125,0.2931137331804712,0.193125
benchmark/deit3_small_patch16_224/seed2024,benchmark,deit3_small_patch16_224,standard,none,0,2024,internal_test,1077,0.984215,0.981212,1.0,0.980907,0.981212,0.981038,0.98428,0.984215,0.984229,0.981212,0.999217,0.980712,0.983355,0.983357,0.99984,0.999877,0.994968,0.132514,0.096379,0,21.683,82.71,4.250298624,5.771,5.771,1,173.3,518.7,23,14,raw,,,,,,,,,
benchmark/deit3_small_patch16_224/seed2024,benchmark,deit3_small_patch16_224,standard,none,0,2024,external,4800,0.464167,0.464167,0.783958,0.705647,0.464167,0.556154,0.705647,0.464167,0.556154,0.464167,0.981458,0.006056,0.409347,0.427359,0.873516,0.873516,0.705234,2.038911,0.158451,1,21.683,82.71,4.250298624,5.771,5.771,1,173.3,518.7,23,14,raw,,0.46416666666666667,0.556154098289141,0.15890117093975453,0.7029166666666666,0.6601071070921075,0.443125,0.5158800970224607,0.443125
benchmark/caformer_s18.sail_in22k_ft_in1k/seed2024,benchmark,caformer_s18.sail_in22k_ft_in1k,standard,none,0,2024,internal_test,1077,0.988858,0.985376,0.999071,0.985975,0.985376,0.985588,0.989021,0.988858,0.988852,0.985376,0.999448,0.984756,0.98825,0.988259,0.998408,0.998898,0.989845,0.144417,0.091962,0,24.336,92.83,3.894573824,12.61,12.61,1,79.3,1771.6,32,23,raw,,,,,,,,,
benchmark/caformer_s18.sail_in22k_ft_in1k/seed2024,benchmark,caformer_s18.sail_in22k_ft_in1k,standard,none,0,2024,external,4800,0.629583,0.629583,0.855,0.72282,0.629583,0.650447,0.72282,0.629583,0.650447,0.629583,0.960833,0.287951,0.570497,0.591082,0.88467,0.88467,0.730513,1.631675,0.160029,0,24.336,92.83,3.894573824,12.61,12.61,1,79.3,1771.6,32,23,raw,,0.6295833333333334,0.6504470598455505,0.1858420170987287,0.7325,0.6926325109285619,0.17458333333333334,0.2543834094521905,0.17458333333333334
ablation/full/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.984215,0.979722,1.0,0.980557,0.979722,0.979484,0.985066,0.984215,0.984165,0.979722,0.999219,0.978272,0.983355,0.983394,0.999505,0.999585,0.992237,0.122698,0.083193,0,23.897,91.16,3.970553856,56.421,14.105,4,17.7,1406.9,22,13,raw,0.0,,,,,,,,
ablation/full/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.65125,0.65125,0.874583,0.704354,0.65125,0.659211,0.704354,0.65125,0.659211,0.65125,0.963292,0.37391,0.594886,0.607754,0.921579,0.921579,0.760907,1.413841,0.064783,0,23.897,91.16,3.970553856,56.421,14.105,4,17.7,1406.9,22,13,raw,0.0,0.65125,0.659210644962776,0.18834589856079317,0.733125,0.682626911214626,0.16520833333333335,0.2725827763869408,0.16520833333333335
ablation/wo_msf/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.989786,0.986009,0.999071,0.98704,0.986009,0.9859,0.990551,0.989786,0.989732,0.986009,0.999496,0.984966,0.98923,0.989263,0.99956,0.999636,0.99187,0.12673,0.083635,0,23.711,90.45,3.903493632,48.287,12.072,4,20.7,1981.3,32,31,ema,0.0,,,,,,,,
ablation/wo_msf/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.689583,0.689583,0.876458,0.640776,0.689583,0.660076,0.640776,0.689583,0.660076,0.689583,0.953417,0.00836,0.633186,0.645342,0.902708,0.902708,0.73881,1.319996,0.104344,1,23.711,90.45,3.903493632,48.287,12.072,4,20.7,1981.3,32,31,ema,0.0,0.6895833333333333,0.6600764475341478,0.18859327072404225,0.7197916666666667,0.6635879768379873,0.0775,0.16301076481948257,0.0775
ablation/wo_lap/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.988858,0.984574,1.0,0.987417,0.984574,0.984578,0.990531,0.988858,0.988705,0.984574,0.99945,0.982777,0.98825,0.988324,0.999602,0.999708,0.98497,0.121864,0.071753,0,23.562,89.88,3.957188096,53.118,13.28,4,18.8,1776.5,30,21,raw,0.0,,,,,,,,
ablation/wo_lap/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.691042,0.691042,0.920208,0.668747,0.691042,0.666216,0.668747,0.691042,0.666216,0.691042,0.949917,0.008491,0.633541,0.654524,0.910758,0.910758,0.755979,1.304202,0.104479,1,23.562,89.88,3.957188096,53.118,13.28,4,18.8,1776.5,30,21,raw,0.0,0.6910416666666667,0.6662162174346017,0.1903474906956005,0.71875,0.6717002495147509,0.058541666666666665,0.15607948719873094,0.058541666666666665
ablation/wo_hier/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.984215,0.97882,1.0,0.979862,0.97882,0.978492,0.985276,0.984215,0.984147,0.97882,0.999221,0.976956,0.983355,0.983403,0.999814,0.999865,0.995119,0.113354,0.080325,0,23.895,91.15,3.970551808,50.479,12.62,4,19.8,998.7,17,8,ema,,,,,,,,,
ablation/wo_hier/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.712292,0.712292,0.918125,0.670113,0.712292,0.686559,0.670113,0.712292,0.686559,0.712292,0.957208,0.008724,0.659768,0.674062,0.938666,0.938666,0.786763,1.148025,0.026216,1,23.895,91.15,3.970551808,50.479,12.62,4,19.8,998.7,17,8,ema,,0.7122916666666667,0.6865592583755696,0.19615978810730564,0.7497916666666666,0.6956834082309101,0.07375,0.20836647623609073,0.07375
ablation/wo_mixstyle/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.987001,0.981432,1.0,0.984636,0.981432,0.981359,0.988803,0.987001,0.986736,0.981432,0.999359,0.978617,0.986292,0.986382,0.99974,0.999806,0.993399,0.125322,0.078231,0,23.897,91.16,3.970553856,48.117,12.029,4,20.8,1737.3,29,20,raw,0.0,,,,,,,,
ablation/wo_mixstyle/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.65375,0.65375,0.872083,0.703299,0.65375,0.672374,0.703299,0.65375,0.672374,0.65375,0.968875,0.264531,0.599759,0.614453,0.90515,0.90515,0.742999,1.458512,0.103619,0,23.897,91.16,3.970553856,48.117,12.029,4,20.8,1737.3,29,20,raw,0.0,0.65375,0.6723738962687835,0.19210682750536673,0.7522916666666667,0.7057140329923746,0.190625,0.2833720191864995,0.190625
ablation/wo_lap_gate/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.986072,0.980938,1.0,0.984655,0.980938,0.980682,0.988463,0.986072,0.985796,0.980938,0.999312,0.978134,0.985313,0.985422,0.999774,0.999826,0.994198,0.10484,0.069847,0,23.602,90.03,3.963643392,50.731,12.683,4,19.7,1200.5,20,11,ema,0.0,,,,,,,,
ablation/wo_lap_gate/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.694583,0.694583,0.894375,0.674942,0.694583,0.680551,0.674942,0.694583,0.680551,0.694583,0.958958,0.334479,0.640701,0.651336,0.925623,0.925623,0.76046,1.268021,0.081217,0,23.602,90.03,3.963643392,50.731,12.683,4,19.7,1200.5,20,11,ema,0.0,0.6945833333333333,0.6805507380281535,0.1944430680080439,0.748125,0.6967041793550236,0.10020833333333333,0.19260239092664658,0.10020833333333333
ablation/wo_mixup/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.988858,0.984979,1.0,0.985978,0.984979,0.984551,0.990022,0.988858,0.988786,0.984979,0.999451,0.983574,0.988251,0.988301,0.999694,0.999761,0.993625,0.109472,0.073913,0,23.897,91.16,3.970553856,54.087,13.522,4,18.5,1026.9,17,8,ema,0.0,,,,,,,,
ablation/wo_mixup/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.685625,0.685625,0.87125,0.691125,0.685625,0.668554,0.691125,0.685625,0.668554,0.685625,0.957833,0.419486,0.630404,0.642727,0.939049,0.939049,0.760438,1.234943,0.050412,0,23.897,91.16,3.970553856,54.087,13.522,4,18.5,1026.9,17,8,ema,0.0,0.685625,0.6685538221242818,0.19101537774979482,0.72875,0.6769435144477103,0.10354166666666667,0.23567818097903606,0.10354166666666667
ablation/wo_ema/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.979573,0.975564,1.0,0.976984,0.975564,0.974507,0.981911,0.979573,0.979472,0.975564,0.998989,0.973439,0.978461,0.978561,0.999755,0.999799,0.992518,0.119299,0.069944,0,23.897,91.16,3.970553856,73.302,18.325,4,13.6,770.6,15,6,raw,0.0,,,,,,,,
ablation/wo_ema/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.680833,0.680833,0.954583,0.77046,0.680833,0.676321,0.77046,0.680833,0.676321,0.680833,0.960792,0.439625,0.626205,0.639738,0.929266,0.929266,0.777625,1.199334,0.050987,0,23.897,91.16,3.970553856,73.302,18.325,4,13.6,770.6,15,6,raw,0.0,0.6808333333333333,0.6763213148423692,0.19323466138353407,0.76625,0.714760644460398,0.123125,0.23285405758431202,0.123125
ablation/wo_tta/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,none,0,42,internal_test,1077,0.987929,0.983782,1.0,0.985124,0.983782,0.983595,0.988967,0.987929,0.987843,0.983782,0.999404,0.982387,0.987272,0.987318,0.99953,0.999607,0.992397,0.121139,0.075398,0,23.897,91.16,3.970553856,12.375,12.375,1,80.8,1631.5,27,18,ema,0.0,,,,,,,,
ablation/wo_tta/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,none,0,42,external,4800,0.68625,0.68625,0.911875,0.682905,0.68625,0.667086,0.682905,0.68625,0.667086,0.68625,0.95075,0.430864,0.628515,0.641724,0.916518,0.916518,0.745068,1.307792,0.101394,0,23.897,91.16,3.970553856,12.375,12.375,1,80.8,1631.5,27,18,ema,0.0,0.68625,0.6670859447584333,0.19059598421669527,0.7135416666666666,0.6745296684338148,0.0675,0.16458746957192488,0.0675
ablation/wo_llrd/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,internal_test,1077,0.987001,0.982457,0.999071,0.983628,0.982457,0.982212,0.987929,0.987001,0.986878,0.982457,0.999358,0.980623,0.986293,0.986339,0.999086,0.999193,0.992935,0.116189,0.068869,0,23.897,91.16,3.970553856,48.785,12.196,4,20.5,1960.5,32,30,ema,0.0,,,,,,,,
ablation/wo_llrd/seed42,ablation,caformer_s18.sail_in22k_ft_in1k,proposed,klein,0,42,external,4800,0.641875,0.641875,0.880417,0.680431,0.641875,0.635166,0.680431,0.641875,0.635166,0.641875,0.954042,0.329405,0.581004,0.59676,0.908884,0.908884,0.731364,1.515097,0.146161,0,23.897,91.16,3.970553856,48.785,12.196,4,20.5,1960.5,32,30,ema,0.0,0.641875,0.6351655623001827,0.18147587494290934,0.7025,0.6581771636254989,0.12833333333333333,0.2101700252364147,0.12833333333333333
