class,precision,recall_sensitivity,specificity,f1-score,support
cashew fungal infection,0.0,0.0,0.9927083333333333,0.0,0.0
cashew healthy,0.0,0.0,0.9914583333333333,0.0,0.0
jackfruit algal,0.0,0.0,0.955,0.0,0.0
jackfruit anthracnose,0.0,0.0,0.9952083333333334,0.0,0.0
jackfruit healthy,0.0,0.0,1.0,0.0,0.0
jackfruit leaf spot,0.0,0.0,0.9997916666666666,0.0,0.0
jackfruit phyllosticta,0.0,0.0,0.9927083333333333,0.0,0.0
jackfruit sooty mold,0.0,0.0,0.9570833333333333,0.0,0.0
mango anthracnose,0.727530747398297,0.96125,0.928,0.8282175551965536,800.0
mango die back,1.0,0.9925,1.0,0.9962358845671268,800.0
mango gall midge,0.6475972540045767,0.35375,0.9615,0.45755860953920774,800.0
mango healthy,0.9005988023952096,0.94,0.97925,0.9198776758409786,800.0
mango powdery mildew,0.5133149678604224,0.69875,0.8675,0.5918475383800953,800.0
mango sooty mould,0.0,0.0,0.99575,0.0,800.0
tomato bacterial spot,0.0,0.0,1.0,0.0,0.0
tomato blight,0.0,0.0,1.0,0.0,0.0
tomato curl virus,0.0,0.0,1.0,0.0,0.0
tomato healthy,0.0,0.0,0.9997916666666666,0.0,0.0
tomato insect damage,0.0,0.0,0.9972916666666667,0.0,0.0
tomato leaf mold,0.0,0.0,1.0,0.0,0.0
tomato spider mites,0.0,0.0,1.0,0.0,0.0
